summary_type,register_type,count,sparse_transition_accuracy_mean,sparse_transition_accuracy_std,sparse_transition_accuracy_sem,sparse_transition_accuracy_min,sparse_transition_accuracy_median,sparse_transition_accuracy_max,mode,write_fraction,sparse_transition_accuracy,state_dim,threshold,first_write_fraction_reaching_threshold,random_noise_mean,keep_current_mean,random_noise_minus_keep_current,0.05,0.1,0.15,0.2,0.3,0.4,0.5,0.75,1.0,experiment,seed,num_states,num_inputs,input_dim,mean_abs_overlap
nearest_keep_current_state_dim_x_write_fraction_pivot,,,,,,,,,,,,128.0,,,,,,0.07786458333333333,0.07786458333333333,0.07786458333333333,0.07786458333333333,0.07786458333333333,0.0875,0.553125,1.0,1.0,,,,,,
nearest_keep_current_state_dim_x_write_fraction_pivot,,,,,,,,,,,,256.0,,,,,,0.07786458333333333,0.07786458333333333,0.07786458333333333,0.07786458333333333,0.07786458333333333,0.07786458333333333,0.5348958333333333,1.0,1.0,,,,,,
nearest_keep_current_state_dim_x_write_fraction_pivot,,,,,,,,,,,,512.0,,,,,,0.07786458333333333,0.07786458333333333,0.07786458333333333,0.07786458333333333,0.07786458333333333,0.07786458333333333,0.5317708333333333,1.0,1.0,,,,,,
hopfield_keep_current_by_write_fraction,,,,,,,,,,0.05,0.07734375,,,,,,,,,,,,,,,,,,,,,
hopfield_keep_current_by_write_fraction,,,,,,,,,,0.1,0.07769097222222222,,,,,,,,,,,,,,,,,,,,,
hopfield_keep_current_by_write_fraction,,,,,,,,,,0.15,0.07769097222222222,,,,,,,,,,,,,,,,,,,,,
hopfield_keep_current_by_write_fraction,,,,,,,,,,0.2,0.07890625,,,,,,,,,,,,,,,,,,,,,
hopfield_keep_current_by_write_fraction,,,,,,,,,,0.3,0.08315972222222222,,,,,,,,,,,,,,,,,,,,,
hopfield_keep_current_by_write_fraction,,,,,,,,,,0.4,0.1140625,,,,,,,,,,,,,,,,,,,,,
hopfield_keep_current_by_write_fraction,,,,,,,,,,0.5,0.4084201388888889,,,,,,,,,,,,,,,,,,,,,
hopfield_keep_current_by_write_fraction,,,,,,,,,,0.75,0.9488715277777777,,,,,,,,,,,,,,,,,,,,,
hopfield_keep_current_by_write_fraction,,,,,,,,,,1.0,0.9696180555555556,,,,,,,,,,,,,,,,,,,,,
hopfield_keep_current_state_dim_x_write_fraction_pivot,,,,,,,,,,,,128.0,,,,,,0.07630208333333334,0.07734375,0.07734375,0.08072916666666667,0.09114583333333333,0.15130208333333334,0.35260416666666666,0.8526041666666667,0.91015625,,,,,,
hopfield_keep_current_state_dim_x_write_fraction_pivot,,,,,,,,,,,,256.0,,,,,,0.07786458333333333,0.07786458333333333,0.07786458333333333,0.078125,0.08046875,0.10963541666666667,0.40625,0.9940104166666667,0.9986979166666666,,,,,,
hopfield_keep_current_state_dim_x_write_fraction_pivot,,,,,,,,,,,,512.0,,,,,,0.07786458333333333,0.07786458333333333,0.07786458333333333,0.07786458333333333,0.07786458333333333,0.08125,0.46640625,1.0,1.0,,,,,,
worst_rows,nearest,,,,,,,,keep_current,0.05,0.0078125,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0657447076612903
worst_rows,nearest,,,,,,,,keep_current,0.1,0.0078125,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0657447076612903
worst_rows,nearest,,,,,,,,keep_current,0.15,0.0078125,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0657447076612903
worst_rows,nearest,,,,,,,,keep_current,0.2,0.0078125,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0657447076612903
worst_rows,nearest,,,,,,,,keep_current,0.3,0.0078125,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0657447076612903
worst_rows,nearest,,,,,,,,keep_current,0.4,0.0078125,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0657447076612903
worst_rows,hopfield,,,,,,,,keep_current,0.05,0.0078125,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0657447076612903
worst_rows,hopfield,,,,,,,,keep_current,0.15,0.0078125,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0657447076612903
worst_rows,nearest,,,,,,,,keep_current,0.05,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_rows,nearest,,,,,,,,keep_current,0.1,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_rows,nearest,,,,,,,,keep_current,0.15,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_rows,nearest,,,,,,,,keep_current,0.2,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_rows,nearest,,,,,,,,keep_current,0.3,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_rows,nearest,,,,,,,,keep_current,0.4,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_rows,hopfield,,,,,,,,keep_current,0.05,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_rows,hopfield,,,,,,,,keep_current,0.1,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_rows,hopfield,,,,,,,,keep_current,0.15,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_rows,hopfield,,,,,,,,keep_current,0.2,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_rows,hopfield,,,,,,,,keep_current,0.3,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_rows,nearest,,,,,,,,keep_current,0.05,0.0078125,512.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0341088079637096
worst_keep_current_rows,nearest,,,,,,,,keep_current,0.05,0.0078125,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0657447076612903
worst_keep_current_rows,nearest,,,,,,,,keep_current,0.1,0.0078125,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0657447076612903
worst_keep_current_rows,nearest,,,,,,,,keep_current,0.15,0.0078125,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0657447076612903
worst_keep_current_rows,nearest,,,,,,,,keep_current,0.2,0.0078125,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0657447076612903
worst_keep_current_rows,nearest,,,,,,,,keep_current,0.3,0.0078125,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0657447076612903
worst_keep_current_rows,nearest,,,,,,,,keep_current,0.4,0.0078125,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0657447076612903
worst_keep_current_rows,hopfield,,,,,,,,keep_current,0.05,0.0078125,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0657447076612903
worst_keep_current_rows,hopfield,,,,,,,,keep_current,0.15,0.0078125,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0657447076612903
worst_keep_current_rows,nearest,,,,,,,,keep_current,0.05,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_keep_current_rows,nearest,,,,,,,,keep_current,0.1,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_keep_current_rows,nearest,,,,,,,,keep_current,0.15,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_keep_current_rows,nearest,,,,,,,,keep_current,0.2,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_keep_current_rows,nearest,,,,,,,,keep_current,0.3,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_keep_current_rows,nearest,,,,,,,,keep_current,0.4,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_keep_current_rows,hopfield,,,,,,,,keep_current,0.05,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_keep_current_rows,hopfield,,,,,,,,keep_current,0.1,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_keep_current_rows,hopfield,,,,,,,,keep_current,0.15,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_keep_current_rows,hopfield,,,,,,,,keep_current,0.2,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_keep_current_rows,hopfield,,,,,,,,keep_current,0.3,0.0078125,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0493006552419354
worst_keep_current_rows,nearest,,,,,,,,keep_current,0.05,0.0078125,512.0,,,,,,,,,,,,,,,exp04_sparse_transitions,9.0,32.0,4.0,16.0,0.0341088079637096
best_subfull_write_fraction_rows,nearest,,,,,,,,keep_current,0.75,1.0,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0708705357142857
best_subfull_write_fraction_rows,nearest,,,,,,,,random_noise,0.4,1.0,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0708705357142857
best_subfull_write_fraction_rows,nearest,,,,,,,,random_noise,0.5,1.0,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0708705357142857
best_subfull_write_fraction_rows,nearest,,,,,,,,random_noise,0.75,1.0,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0708705357142857
best_subfull_write_fraction_rows,hopfield,,,,,,,,keep_current,0.75,1.0,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0708705357142857
best_subfull_write_fraction_rows,hopfield,,,,,,,,random_noise,0.75,1.0,128.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0708705357142857
best_subfull_write_fraction_rows,nearest,,,,,,,,keep_current,0.75,1.0,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0625
best_subfull_write_fraction_rows,nearest,,,,,,,,random_noise,0.3,1.0,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0625
best_subfull_write_fraction_rows,nearest,,,,,,,,random_noise,0.4,1.0,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0625
best_subfull_write_fraction_rows,nearest,,,,,,,,random_noise,0.5,1.0,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0625
best_subfull_write_fraction_rows,nearest,,,,,,,,random_noise,0.75,1.0,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0625
best_subfull_write_fraction_rows,hopfield,,,,,,,,keep_current,0.75,1.0,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0625
best_subfull_write_fraction_rows,hopfield,,,,,,,,random_noise,0.4,1.0,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0625
best_subfull_write_fraction_rows,hopfield,,,,,,,,random_noise,0.5,1.0,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0625
best_subfull_write_fraction_rows,hopfield,,,,,,,,random_noise,0.75,1.0,256.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0625
best_subfull_write_fraction_rows,nearest,,,,,,,,keep_current,0.75,1.0,512.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0358537946428571
best_subfull_write_fraction_rows,nearest,,,,,,,,random_noise,0.15,1.0,512.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0358537946428571
best_subfull_write_fraction_rows,nearest,,,,,,,,random_noise,0.2,1.0,512.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0358537946428571
best_subfull_write_fraction_rows,nearest,,,,,,,,random_noise,0.3,1.0,512.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0358537946428571
best_subfull_write_fraction_rows,nearest,,,,,,,,random_noise,0.4,1.0,512.0,,,,,,,,,,,,,,,exp04_sparse_transitions,0.0,8.0,4.0,16.0,0.0358537946428571
