summary_type,feature_mode,register_type,count,all_transition_accuracy_mean,all_transition_accuracy_std,all_transition_accuracy_sem,all_transition_accuracy_min,all_transition_accuracy_median,all_transition_accuracy_max,hidden_dim,epochs,all_transition_accuracy,unwritten_mode,write_fraction,coverage_fraction,seen_transition_accuracy_mean,seen_transition_accuracy_std,seen_transition_accuracy_sem,seen_transition_accuracy_min,seen_transition_accuracy_median,seen_transition_accuracy_max,seen_transition_accuracy,unseen_transition_accuracy_mean,unseen_transition_accuracy_std,unseen_transition_accuracy_sem,unseen_transition_accuracy_min,unseen_transition_accuracy_median,unseen_transition_accuracy_max,unseen_transition_accuracy
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.6250325520833333,0.26440272108680596,0.009853707629766919,0.052734375,0.6640625,1.0,128.0,2.0,0.6250325520833333,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.6252875434027778,0.2641819668273738,0.009845480604260038,0.052734375,0.6640625,1.0,128.0,5.0,0.6252875434027778,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.6253255208333334,0.26395838492508555,0.009837148198725783,0.052734375,0.65625,1.0,128.0,10.0,0.6253255208333334,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.6252739800347222,0.264158091485989,0.00984459082282133,0.052734375,0.6640625,1.0,128.0,20.0,0.6252739800347222,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.6250542534722222,0.2643832927182317,0.009852983577219853,0.052734375,0.65625,1.0,128.0,50.0,0.6250542534722222,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.05626627604166667,0.04767471102374279,0.0017767315776124576,0.0,0.0390625,0.25,128.0,0.0,0.05626627604166667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.6928331163194444,0.2086187149861569,0.007774760468128348,0.248046875,0.703125,1.0,128.0,1.0,0.6928331163194444,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.6926215277777777,0.20866748142507557,0.0077765778860023945,0.25,0.703125,1.0,128.0,2.0,0.6926215277777777,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.6925889756944444,0.20855721489131773,0.0077724684949169644,0.251953125,0.703125,1.0,128.0,5.0,0.6925889756944444,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.6925211588541667,0.20861775696270543,0.007774724764702323,0.248046875,0.703125,1.0,128.0,10.0,0.6925211588541667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.6928331163194444,0.20849543582534819,0.007770166125065391,0.24609375,0.703125,1.0,128.0,20.0,0.6928331163194444,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.6925401475694445,0.20863864751650193,0.007775503309675266,0.248046875,0.703125,1.0,128.0,50.0,0.6925401475694445,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.05584309895833333,0.05136082669656598,0.0019141049979017914,0.0,0.03125,0.28125,256.0,0.0,0.05584309895833333,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.7275309244791667,0.2357115515271569,0.00878445087161112,0.099609375,0.796875,1.0,256.0,1.0,0.7275309244791667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.7272271050347222,0.23601445499124668,0.008795739417216534,0.099609375,0.796875,1.0,256.0,2.0,0.7272271050347222,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.727392578125,0.23596958460538184,0.008794067196667027,0.099609375,0.796875,1.0,256.0,5.0,0.727392578125,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.7273681640625,0.23591998555050814,0.008792218749028404,0.099609375,0.796875,1.0,256.0,10.0,0.7273681640625,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.7276394314236111,0.23545690941397537,0.008774960920360985,0.099609375,0.796875,1.0,256.0,20.0,0.7276394314236111,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.7272542317708334,0.23608180674827112,0.008798249469001714,0.099609375,0.796875,1.0,256.0,50.0,0.7272542317708334,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.05626627604166667,0.04767471102374279,0.0017767315776124576,0.0,0.0390625,0.25,256.0,0.0,0.05626627604166667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.8054714626736111,0.1547583589901355,0.005767503513137644,0.423828125,0.8359375,1.0,256.0,1.0,0.8054714626736111,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.8054253472222223,0.15484264181136367,0.005770644548431006,0.42578125,0.83203125,1.0,256.0,2.0,0.8054253472222223,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.8054551866319445,0.15483617466519675,0.005770403532123511,0.421875,0.8359375,1.0,256.0,5.0,0.8054551866319445,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.8054307725694444,0.15485731447493953,0.005771191366317116,0.421875,0.83203125,1.0,256.0,10.0,0.8054307725694444,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.8054850260416667,0.1547671857421409,0.005767832466762722,0.42578125,0.8359375,1.0,256.0,20.0,0.8054850260416667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.8053059895833333,0.1548579324080974,0.005771214395326224,0.419921875,0.8359375,1.0,256.0,50.0,0.8053059895833333,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.05584309895833333,0.05136082669656598,0.0019141049979017914,0.0,0.03125,0.28125,512.0,0.0,0.05584309895833333,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.8061333550347223,0.20666274657564895,0.007701865829332715,0.169921875,0.890625,1.0,512.0,1.0,0.8061333550347223,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.8060601128472222,0.20683583495276717,0.007708316452288573,0.169921875,0.890625,1.0,512.0,2.0,0.8060601128472222,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.8062228732638889,0.20654313730589746,0.007697408255034325,0.169921875,0.890625,1.0,512.0,5.0,0.8062228732638889,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.8061794704861112,0.20674777491114776,0.007705034648302532,0.169921875,0.890625,1.0,512.0,10.0,0.8061794704861112,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.8061848958333333,0.2065432110144973,0.007697411001991654,0.169921875,0.890625,1.0,512.0,20.0,0.8061848958333333,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.8059678819444445,0.20713450787205911,0.007719447334798158,0.169921875,0.890625,1.0,512.0,50.0,0.8059678819444445,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.05626627604166667,0.04767471102374279,0.0017767315776124576,0.0,0.0390625,0.25,512.0,0.0,0.05626627604166667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.8903374565972222,0.09964807403338273,0.0037136644560929236,0.62109375,0.921875,1.0,512.0,1.0,0.8903374565972222,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.8903591579861111,0.09971445300817626,0.0037161382544248418,0.625,0.921875,1.0,512.0,2.0,0.8903591579861111,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.8903374565972222,0.09963811710042128,0.003713293383110437,0.619140625,0.921875,1.0,512.0,5.0,0.8903374565972222,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.8903564453125,0.0996932934919582,0.003715349685814265,0.623046875,0.921875,1.0,512.0,10.0,0.8903564453125,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.8902696397569444,0.09969589526700419,0.0037154466482453483,0.619140625,0.921875,1.0,512.0,20.0,0.8902696397569444,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.8902804904513889,0.0998027899194837,0.0037194303767349385,0.62109375,0.921875,1.0,512.0,50.0,0.8902804904513889,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.05584309895833333,0.05136082669656598,0.0019141049979017914,0.0,0.03125,0.28125,1024.0,0.0,0.05584309895833333,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.8511935763888889,0.1880833028544486,0.007009450843587122,0.240234375,0.9375,1.0,1024.0,1.0,0.8511935763888889,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.8510633680555556,0.1884847993144284,0.007024413733207794,0.240234375,0.9375,1.0,1024.0,2.0,0.8510633680555556,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.851123046875,0.1881338068731212,0.007011333017235269,0.240234375,0.9375,1.0,1024.0,5.0,0.851123046875,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.8512017144097223,0.18815948045749362,0.007012289815233315,0.240234375,0.9375,1.0,1024.0,10.0,0.8512017144097223,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.8513373480902777,0.18789001890877158,0.007002247576228901,0.240234375,0.9375,1.0,1024.0,20.0,0.8513373480902777,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,hopfield,720,0.8510416666666667,0.18846148843435373,0.0070235449880000885,0.240234375,0.9375,1.0,1024.0,50.0,0.8510416666666667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.05626627604166667,0.04767471102374279,0.0017767315776124576,0.0,0.0390625,0.25,1024.0,0.0,0.05626627604166667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.9390652126736111,0.058663095998691205,0.0021862445070611573,0.7578125,0.953125,1.0,1024.0,1.0,0.9390652126736111,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.9390625,0.05869187642838677,0.0021873170903481728,0.7578125,0.953125,1.0,1024.0,2.0,0.9390625,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.9390489366319444,0.058697434000816104,0.0021875242088438707,0.7578125,0.953125,1.0,1024.0,5.0,0.9390489366319444,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.9390489366319444,0.0586923720394608,0.002187335560682372,0.7578125,0.953125,1.0,1024.0,10.0,0.9390489366319444,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.9390679253472223,0.05868205826051763,0.0021869511888353414,0.7578125,0.953125,1.0,1024.0,20.0,0.9390679253472223,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,hashed_pair,nearest,720,0.9390489366319444,0.05871903282336378,0.0021883291494347134,0.7578125,0.953125,1.0,1024.0,50.0,0.9390489366319444,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.05584309895833333,0.05136082669656598,0.0019141049979017914,0.0,0.03125,0.28125,128.0,0.0,0.05584309895833333,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.15462782118055557,0.13078423208095383,0.004874040555302025,0.0,0.115234375,0.6875,128.0,1.0,0.15462782118055557,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.1931667751736111,0.1708350044426785,0.006366644714505127,0.0,0.140625,0.8125,128.0,2.0,0.1931667751736111,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.2822455512152778,0.27033357216849835,0.010074737399485126,0.0,0.1875,1.0,128.0,5.0,0.2822455512152778,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.36015082465277776,0.34822645281361053,0.012977633667580934,0.0,0.21875,1.0,128.0,10.0,0.36015082465277776,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.41620822482638886,0.39160538480338697,0.014594271012922272,0.0,0.25,1.0,128.0,20.0,0.41620822482638886,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.4476291232638889,0.4108357111638488,0.015310942962447253,0.0,0.25,1.0,128.0,50.0,0.4476291232638889,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.05626627604166667,0.04767471102374279,0.0017767315776124576,0.0,0.0390625,0.25,128.0,0.0,0.05626627604166667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.20607096354166668,0.13352088071180607,0.004976029428120647,0.01171875,0.1875,0.75,128.0,1.0,0.20607096354166668,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.2816189236111111,0.1977984760829056,0.007371513972787387,0.01171875,0.25,0.90625,128.0,2.0,0.2816189236111111,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.4091824001736111,0.3082318205505772,0.011487121726326786,0.01171875,0.3125,1.0,128.0,5.0,0.4091824001736111,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.4904541015625,0.3699992372110407,0.013789057433782613,0.01171875,0.375,1.0,128.0,10.0,0.4904541015625,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.5323432074652777,0.39990553444704585,0.014903599326699638,0.01171875,0.375,1.0,128.0,20.0,0.5323432074652777,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.5511474609375,0.41163473214756113,0.015340720716364411,0.01171875,0.40625,1.0,128.0,50.0,0.5511474609375,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.05584309895833333,0.05136082669656598,0.0019141049979017914,0.0,0.03125,0.28125,256.0,0.0,0.05584309895833333,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.15659450954861112,0.13251232498644583,0.004938442775437279,0.0,0.1171875,0.6875,256.0,1.0,0.15659450954861112,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.20634494357638888,0.1824324388585707,0.006798855576480636,0.0,0.1484375,0.8125,256.0,2.0,0.20634494357638888,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.3097601996527778,0.2872681803177921,0.010705852982720837,0.0,0.21875,1.0,256.0,5.0,0.3097601996527778,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.4138129340277778,0.37608609691013123,0.014015901301393784,0.0,0.25,1.0,256.0,10.0,0.4138129340277778,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.46636013454861114,0.408710382385827,0.015231736635410697,0.0,0.2998046875,1.0,256.0,20.0,0.46636013454861114,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.48933648003472224,0.4199220887270747,0.01564957226079062,0.0,0.3125,1.0,256.0,50.0,0.48933648003472224,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.05626627604166667,0.04767471102374279,0.0017767315776124576,0.0,0.0390625,0.25,256.0,0.0,0.05626627604166667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.2122802734375,0.14161023495808084,0.00527750186126643,0.01171875,0.1875,0.75,256.0,1.0,0.2122802734375,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.3076144748263889,0.22112109801236332,0.008240696773583966,0.01171875,0.25,0.84375,256.0,2.0,0.3076144748263889,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.4528672960069444,0.33179443894940347,0.0123652486674545,0.01171875,0.390625,1.0,256.0,5.0,0.4528672960069444,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.5476399739583333,0.3980438972277237,0.014834220203835504,0.01171875,0.5546875,1.0,256.0,10.0,0.5476399739583333,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.5751817491319444,0.4170164516923263,0.015541285561996647,0.01171875,0.625,1.0,256.0,20.0,0.5751817491319444,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.5833170572916667,0.4228073203769717,0.01575709849579068,0.01171875,0.72265625,1.0,256.0,50.0,0.5833170572916667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.05584309895833333,0.05136082669656598,0.0019141049979017914,0.0,0.03125,0.28125,512.0,0.0,0.05584309895833333,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.16098904079861112,0.13692097761160937,0.005102743558088089,0.0078125,0.1171875,0.75,512.0,1.0,0.16098904079861112,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.20955674913194444,0.1892104520341702,0.007051457213364465,0.0078125,0.15625,0.9375,512.0,2.0,0.20955674913194444,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.32864583333333336,0.29853883256042857,0.01112588539214243,0.0078125,0.236328125,1.0,512.0,5.0,0.32864583333333336,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.448291015625,0.39118425248747973,0.01457857633815743,0.0078125,0.3125,1.0,512.0,10.0,0.448291015625,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.49429796006944443,0.4173938218934982,0.015555349319038366,0.0078125,0.375,1.0,512.0,20.0,0.49429796006944443,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.5087022569444445,0.4230033728601155,0.015764404940448465,0.0078125,0.416015625,1.0,512.0,50.0,0.5087022569444445,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.05626627604166667,0.04767471102374279,0.0017767315776124576,0.0,0.0390625,0.25,512.0,0.0,0.05626627604166667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.2176486545138889,0.1467201188394616,0.005467935989864728,0.01171875,0.1875,0.875,512.0,1.0,0.2176486545138889,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.31920301649305555,0.23311879327052515,0.008687824476426912,0.01171875,0.265625,0.9375,512.0,2.0,0.31920301649305555,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.48138292100694446,0.3508437879223189,0.013075175987963745,0.01171875,0.4375,1.0,512.0,5.0,0.48138292100694446,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.5740505642361111,0.41405084385321805,0.015430763883282442,0.01171875,0.7724609375,1.0,512.0,10.0,0.5740505642361111,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.5870361328125,0.4250335032719552,0.015840063433849517,0.01171875,0.9267578125,1.0,512.0,20.0,0.5870361328125,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.587353515625,0.42533750000084225,0.015851392723028334,0.01171875,0.9375,1.0,512.0,50.0,0.587353515625,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.05584309895833333,0.05136082669656598,0.0019141049979017914,0.0,0.03125,0.28125,1024.0,0.0,0.05584309895833333,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.15843641493055555,0.1315640522967837,0.004903102738849094,0.0,0.1171875,0.6875,1024.0,1.0,0.15843641493055555,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.2220703125,0.19813274270656175,0.007383971354339129,0.0,0.16796875,0.875,1024.0,2.0,0.2220703125,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.3478190104166667,0.30974313351406785,0.011543445035020817,0.0,0.25,1.0,1024.0,5.0,0.3478190104166667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.4685194227430556,0.3983246513907133,0.014844683293725685,0.0,0.34375,1.0,1024.0,10.0,0.4685194227430556,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.5068522135416667,0.4215257288544932,0.015709336399729854,0.0,0.4248046875,1.0,1024.0,20.0,0.5068522135416667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.5108805338541667,0.4239939421813043,0.0158013212794252,0.0,0.421875,1.0,1024.0,50.0,0.5108805338541667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.05626627604166667,0.04767471102374279,0.0017767315776124576,0.0,0.0390625,0.25,1024.0,0.0,0.05626627604166667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.2207736545138889,0.1445570000060205,0.005387321310614989,0.01171875,0.189453125,0.8125,1024.0,1.0,0.2207736545138889,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.3379123263888889,0.24195776271018962,0.009017233418395795,0.01171875,0.28125,0.9375,1024.0,2.0,0.3379123263888889,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.5028455946180556,0.36269881120821323,0.013516986620332122,0.01171875,0.484375,1.0,1024.0,5.0,0.5028455946180556,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.5817437065972222,0.42010782446045264,0.01565649422288535,0.01171875,0.78125,1.0,1024.0,10.0,0.5817437065972222,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.5875569661458333,0.425065512664917,0.015841256353492535,0.01171875,0.904296875,1.0,1024.0,20.0,0.5875569661458333,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.5875678168402778,0.4250760180734298,0.01584164786695197,0.01171875,0.90625,1.0,1024.0,50.0,0.5875678168402778,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.05584309895833333,0.05136082669656598,0.0019141049979017914,0.0,0.03125,0.28125,2048.0,0.0,0.05584309895833333,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.16169976128472222,0.1391488495486826,0.005185771443029086,0.00390625,0.123046875,0.8125,2048.0,1.0,0.16169976128472222,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.22643500434027777,0.20660666370087277,0.007699775743993163,0.00390625,0.1640625,1.0,2048.0,2.0,0.22643500434027777,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.35355902777777776,0.3133227780933984,0.011676850511932013,0.00390625,0.2578125,1.0,2048.0,5.0,0.35355902777777776,,,,,,,,,,,,,,,,,
