summary_type,feature_mode,register_type,count,all_transition_accuracy_mean,all_transition_accuracy_std,all_transition_accuracy_sem,all_transition_accuracy_min,all_transition_accuracy_median,all_transition_accuracy_max,hidden_dim,epochs,all_transition_accuracy,unwritten_mode,write_fraction,coverage_fraction,seen_transition_accuracy_mean,seen_transition_accuracy_std,seen_transition_accuracy_sem,seen_transition_accuracy_min,seen_transition_accuracy_median,seen_transition_accuracy_max,seen_transition_accuracy,unseen_transition_accuracy_mean,unseen_transition_accuracy_std,unseen_transition_accuracy_sem,unseen_transition_accuracy_min,unseen_transition_accuracy_median,unseen_transition_accuracy_max,unseen_transition_accuracy
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.4827745225694444,0.405761049217494,0.015121821477865907,0.00390625,0.380859375,1.0,2048.0,10.0,0.4827745225694444,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.5099636501736111,0.4233788256946488,0.015778397241454488,0.00390625,0.4287109375,1.0,2048.0,20.0,0.5099636501736111,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,hopfield,720,0.5115641276041667,0.4241624133099207,0.015807599827689072,0.00390625,0.421875,1.0,2048.0,50.0,0.5115641276041667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.05626627604166667,0.04767471102374279,0.0017767315776124576,0.0,0.0390625,0.25,2048.0,0.0,0.05626627604166667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.2203342013888889,0.14959644243794917,0.005575130241389812,0.01171875,0.1875,0.875,2048.0,1.0,0.2203342013888889,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.34103190104166664,0.24979515915402653,0.00930931593864637,0.01171875,0.28125,1.0,2048.0,2.0,0.34103190104166664,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.5116943359375,0.3691191219573338,0.01375625747486056,0.01171875,0.5,1.0,2048.0,5.0,0.5116943359375,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.5851969401041667,0.42287725652677194,0.015759704862207978,0.01171875,0.8671875,1.0,2048.0,10.0,0.5851969401041667,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.5878526475694444,0.4252575367676066,0.015848412669274742,0.01171875,0.9375,1.0,2048.0,20.0,0.5878526475694444,,,,,,,,,,,,,,,,,
learning_curve_by_feature_mode_hidden_dim_register_type_epoch,random_conjunctive,nearest,720,0.5878526475694444,0.4252575367676066,0.015848412669274742,0.01171875,0.9375,1.0,2048.0,50.0,0.5878526475694444,,,,,,,,,,,,,,,,,
hashed_pair_by_hidden_dim_at_max_epoch,,hopfield,360,0.3836859809027778,0.25016127030326035,0.013184656608655728,0.033203125,0.30859375,1.0,32.0,,0.3836859809027778,,,,,,,,,,,,,,,,,
hashed_pair_by_hidden_dim_at_max_epoch,,hopfield,360,0.51796875,0.26747522493176457,0.01409718214083719,0.041015625,0.49609375,1.0,64.0,,0.51796875,,,,,,,,,,,,,,,,,
hashed_pair_by_hidden_dim_at_max_epoch,,hopfield,360,0.6466471354166666,0.25241738211026427,0.01330356414142457,0.08984375,0.6796875,1.0,128.0,,0.6466471354166666,,,,,,,,,,,,,,,,,
hashed_pair_by_hidden_dim_at_max_epoch,,hopfield,360,0.7451931423611111,0.22423998232082432,0.011818484776828252,0.142578125,0.828125,1.0,256.0,,0.7451931423611111,,,,,,,,,,,,,,,,,
hashed_pair_by_hidden_dim_at_max_epoch,,hopfield,360,0.8179307725694445,0.19956614751499757,0.010518059500209068,0.21484375,0.8984375,1.0,512.0,,0.8179307725694445,,,,,,,,,,,,,,,,,
hashed_pair_by_hidden_dim_at_max_epoch,,hopfield,360,0.8583875868055556,0.18442345489825795,0.00971996952393053,0.2578125,0.94921875,1.0,1024.0,,0.8583875868055556,,,,,,,,,,,,,,,,,
hashed_pair_by_hidden_dim_at_max_epoch,,nearest,360,0.39993489583333336,0.2384453972346844,0.012567175880753624,0.068359375,0.3515625,1.0,32.0,,0.39993489583333336,,,,,,,,,,,,,,,,,
hashed_pair_by_hidden_dim_at_max_epoch,,nearest,360,0.5461317274305556,0.24483366692055578,0.012903867255999657,0.130859375,0.55078125,1.0,64.0,,0.5461317274305556,,,,,,,,,,,,,,,,,
hashed_pair_by_hidden_dim_at_max_epoch,,nearest,360,0.6901584201388888,0.21123347137077447,0.01113298145992695,0.248046875,0.703125,1.0,128.0,,0.6901584201388888,,,,,,,,,,,,,,,,,
hashed_pair_by_hidden_dim_at_max_epoch,,nearest,360,0.8044487847222223,0.15586006569898092,0.008214546731204388,0.419921875,0.8359375,1.0,256.0,,0.8044487847222223,,,,,,,,,,,,,,,,,
hashed_pair_by_hidden_dim_at_max_epoch,,nearest,360,0.8900065104166667,0.10023609121073074,0.005282905866304898,0.62109375,0.921875,1.0,512.0,,0.8900065104166667,,,,,,,,,,,,,,,,,
hashed_pair_by_hidden_dim_at_max_epoch,,nearest,360,0.9390082465277778,0.05885100160621961,0.0031017201276313613,0.7578125,0.953125,1.0,1024.0,,0.9390082465277778,,,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,hopfield,40,0.0494140625,0.025843850038950022,0.004086271481545668,0.0078125,0.046875,0.109375,,,0.0494140625,keep_current,0.2,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,hopfield,40,0.0853515625,0.041316670305000955,0.006532739174902338,0.015625,0.078125,0.2109375,,,0.0853515625,keep_current,0.3,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,hopfield,40,0.5705078125,0.09993123355489857,0.015800515371186222,0.3359375,0.578125,0.75,,,0.5705078125,keep_current,0.4,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,hopfield,40,0.96875,0.05732807700822991,0.009064364861176896,0.7578125,1.0,1.0,,,0.96875,keep_current,0.5,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,hopfield,40,0.999609375,0.0017243861551808769,0.00027264939080160654,0.9921875,1.0,1.0,,,0.999609375,keep_current,0.75,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,hopfield,40,0.9990234375,0.006176323555016366,0.0009765625,0.9609375,1.0,1.0,,,0.9990234375,keep_current,1.0,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,hopfield,40,0.7703125,0.215039792549676,0.03400077660135416,0.296875,0.85546875,1.0,,,0.7703125,random_noise,0.2,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,hopfield,40,0.9451171875,0.09327281568889434,0.014747727067699664,0.7109375,1.0,1.0,,,0.9451171875,random_noise,0.3,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,hopfield,40,0.9892578125,0.023847082228845667,0.0037705547696238505,0.921875,1.0,1.0,,,0.9892578125,random_noise,0.4,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,hopfield,40,0.996484375,0.0113213880829605,0.001790068630842125,0.953125,1.0,1.0,,,0.996484375,random_noise,0.5,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,hopfield,40,1.0,0.0,0.0,1.0,1.0,1.0,,,1.0,random_noise,0.75,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,hopfield,40,0.9990234375,0.006176323555016366,0.0009765625,0.9609375,1.0,1.0,,,0.9990234375,random_noise,1.0,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,nearest,40,0.048046875,0.025671446922590067,0.004059012155375243,0.0078125,0.04296875,0.109375,,,0.048046875,keep_current,0.2,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,nearest,40,0.048046875,0.025671446922590067,0.004059012155375243,0.0078125,0.04296875,0.109375,,,0.048046875,keep_current,0.3,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,nearest,40,0.048046875,0.025671446922590067,0.004059012155375243,0.0078125,0.04296875,0.109375,,,0.048046875,keep_current,0.4,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,nearest,40,0.52109375,0.0703948058161782,0.01113039609121957,0.3515625,0.515625,0.640625,,,0.52109375,keep_current,0.5,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,nearest,40,1.0,0.0,0.0,1.0,1.0,1.0,,,1.0,keep_current,0.75,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,nearest,40,1.0,0.0,0.0,1.0,1.0,1.0,,,1.0,keep_current,1.0,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,nearest,40,0.940625,0.05762215285808055,0.009110862335695781,0.8125,0.96484375,1.0,,,0.940625,random_noise,0.2,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,nearest,40,0.998828125,0.0037737960276535,0.0005966895436140417,0.984375,1.0,1.0,,,0.998828125,random_noise,0.3,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,nearest,40,1.0,0.0,0.0,1.0,1.0,1.0,,,1.0,random_noise,0.4,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,nearest,40,1.0,0.0,0.0,1.0,1.0,1.0,,,1.0,random_noise,0.5,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,nearest,40,1.0,0.0,0.0,1.0,1.0,1.0,,,1.0,random_noise,0.75,,,,,,,,,,,,,,,
sparse_topk_by_write_fraction_at_max_epoch,,nearest,40,1.0,0.0,0.0,1.0,1.0,1.0,,,1.0,random_noise,1.0,,,,,,,,,,,,,,,
coverage_all_accuracy_at_max_epoch,,hopfield,360,0.2675835503472222,0.06909931413138151,0.003641853623510416,0.07421875,0.2734375,0.46875,,,0.2675835503472222,,,0.25,,,,,,,,,,,,,,
coverage_all_accuracy_at_max_epoch,,hopfield,360,0.4814398871527778,0.09925099325781285,0.0052309866454784,0.125,0.515625,0.6875,,,0.4814398871527778,,,0.5,,,,,,,,,,,,,,
coverage_all_accuracy_at_max_epoch,,hopfield,360,0.6954861111111111,0.1349200832102001,0.00711091275072791,0.2265625,0.75,0.875,,,0.6954861111111111,,,0.75,,,,,,,,,,,,,,
coverage_all_accuracy_at_max_epoch,,nearest,360,0.2926052517361111,0.03849095086868416,0.0020286512341779767,0.25,0.28125,0.4375,,,0.2926052517361111,,,0.25,,,,,,,,,,,,,,
coverage_all_accuracy_at_max_epoch,,nearest,360,0.5290581597222223,0.03150847872435276,0.0016606426395985234,0.5,0.515625,0.6875,,,0.5290581597222223,,,0.5,,,,,,,,,,,,,,
coverage_all_accuracy_at_max_epoch,,nearest,360,0.7655219184027777,0.020568409285828065,0.001084050353162899,0.75,0.7578125,0.875,,,0.7655219184027777,,,0.75,,,,,,,,,,,,,,
coverage_seen_accuracy_at_max_epoch,,hopfield,360,,,,,,,,,,,,0.25,0.9065972222222223,0.17882645410744263,0.009424981681184863,0.21875,1.0,1.0,0.9065972222222223,,,,,,,
coverage_seen_accuracy_at_max_epoch,,hopfield,360,,,,,,,,,,,,0.5,0.9088433159722222,0.1727696464132519,0.009105759886796941,0.21875,1.0,1.0,0.9088433159722222,,,,,,,
coverage_seen_accuracy_at_max_epoch,,hopfield,360,,,,,,,,,,,,0.75,0.9086950231481481,0.17184271996137948,0.009056906573274019,0.2916666666666667,1.0,1.0,0.9086950231481481,,,,,,,
coverage_seen_accuracy_at_max_epoch,,nearest,360,,,,,,,,,,,,0.25,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,
coverage_seen_accuracy_at_max_epoch,,nearest,360,,,,,,,,,,,,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,
coverage_seen_accuracy_at_max_epoch,,nearest,360,,,,,,,,,,,,0.75,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,
coverage_unseen_accuracy_at_max_epoch,,hopfield,360,,,,,,,,,,,,0.25,,,,,,,,0.054578993055555525,0.05302907151586237,0.002794877469901382,0.0,0.0416666666666666,0.2916666666666667,0.054578993055555525
coverage_unseen_accuracy_at_max_epoch,,hopfield,360,,,,,,,,,,,,0.5,,,,,,,,0.054036458333333336,0.05775241786862868,0.0030438196807778934,0.0,0.03125,0.375,0.054036458333333336
coverage_unseen_accuracy_at_max_epoch,,hopfield,360,,,,,,,,,,,,0.75,,,,,,,,0.055859375,0.07535106276011666,0.00397134970727104,0.0,0.03125,0.5,0.055859375
coverage_unseen_accuracy_at_max_epoch,,nearest,360,,,,,,,,,,,,0.25,,,,,,,,0.05680700231481478,0.05132126782491222,0.0027048683122373024,0.0,0.0416666666666666,0.25,0.05680700231481478
coverage_unseen_accuracy_at_max_epoch,,nearest,360,,,,,,,,,,,,0.5,,,,,,,,0.058116319444444446,0.0630169574487055,0.003321285279197046,0.0,0.03125,0.375,0.058116319444444446
coverage_unseen_accuracy_at_max_epoch,,nearest,360,,,,,,,,,,,,0.75,,,,,,,,0.06208767361111111,0.08227363714331226,0.004336201412651596,0.0,0.03125,0.5,0.06208767361111111
