summary_type,condition,cleanup,feature_type,count,final_test_accuracy_mean,final_test_accuracy_std,final_test_accuracy_sem,final_test_accuracy_min,final_test_accuracy_median,final_test_accuracy_max,final_test_accuracy,grammar,state_tracking_accuracy_mean,state_tracking_accuracy_std,state_tracking_accuracy_sem,state_tracking_accuracy_min,state_tracking_accuracy_median,state_tracking_accuracy_max,state_tracking_accuracy,transition_accuracy_mean,transition_accuracy_std,transition_accuracy_sem,transition_accuracy_min,transition_accuracy_median,transition_accuracy_max,transition_accuracy,seen_transition_accuracy_mean,seen_transition_accuracy_std,seen_transition_accuracy_sem,seen_transition_accuracy_min,seen_transition_accuracy_median,seen_transition_accuracy_max,seen_transition_accuracy,unseen_transition_accuracy_mean,unseen_transition_accuracy_std,unseen_transition_accuracy_sem,unseen_transition_accuracy_min,unseen_transition_accuracy_median,unseen_transition_accuracy_max,unseen_transition_accuracy,write_fraction,episode,test_accuracy_mean,test_accuracy_std,test_accuracy_sem,test_accuracy_min,test_accuracy_median,test_accuracy_max,test_accuracy,seen_in_training,correct_float_mean,correct_float_std,correct_float_sem,correct_float_min,correct_float_median,correct_float_max,correct_float
transition_eval_seen_unseen_rows,state_shaped_rl,hopfield,exact_pair,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.591743119266055,0.4920757703297838,0.023566155357115662,0.0,1.0,1.0,0.591743119266055
transition_eval_seen_unseen_rows,state_shaped_rl,hopfield,hashed_pair,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.31645569620253167,0.4680648595607224,0.052661411034040734,0.0,0.0,1.0,0.31645569620253167
transition_eval_seen_unseen_rows,state_shaped_rl,hopfield,hashed_pair,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.5894495412844036,0.49249883106205455,0.023586416291596354,0.0,1.0,1.0,0.5894495412844036
transition_eval_seen_unseen_rows,state_shaped_rl,nearest,exact_pair,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.31645569620253167,0.46806485956072236,0.05266141103404073,0.0,0.0,1.0,0.31645569620253167
transition_eval_seen_unseen_rows,state_shaped_rl,nearest,exact_pair,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.8188073394495413,0.3856202044848379,0.018467858398396653,0.0,1.0,1.0,0.8188073394495413
transition_eval_seen_unseen_rows,state_shaped_rl,nearest,hashed_pair,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.569620253164557,0.498293094262482,0.056062353146970924,0.0,1.0,1.0,0.569620253164557
transition_eval_seen_unseen_rows,state_shaped_rl,nearest,hashed_pair,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.6674311926605505,0.47167474409828597,0.02258912339861492,0.0,1.0,1.0,0.6674311926605505
transition_eval_seen_unseen_rows,supervised_baseline,hopfield,exact_pair,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.189873417721519,0.3947069463729926,0.04440800097757109,0.0,0.0,1.0,0.189873417721519
transition_eval_seen_unseen_rows,supervised_baseline,hopfield,exact_pair,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1.0,0.0,0.0,1.0,1.0,1.0,1.0
transition_eval_seen_unseen_rows,supervised_baseline,hopfield,hashed_pair,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.46835443037974683,0.5021860682332357,0.056500346938282424,0.0,0.0,1.0,0.46835443037974683
transition_eval_seen_unseen_rows,supervised_baseline,hopfield,hashed_pair,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.8027522935779816,0.3983780254283018,0.019078847210486385,0.0,1.0,1.0,0.8027522935779816
transition_eval_seen_unseen_rows,supervised_baseline,nearest,exact_pair,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.24050632911392406,0.43012192288835066,0.04839249713647196,0.0,0.0,1.0,0.24050632911392406
transition_eval_seen_unseen_rows,supervised_baseline,nearest,exact_pair,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1.0,0.0,0.0,1.0,1.0,1.0,1.0
transition_eval_seen_unseen_rows,supervised_baseline,nearest,hashed_pair,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.5189873417721519,0.5028319669802251,0.05657301622482853,0.0,1.0,1.0,0.5189873417721519
transition_eval_seen_unseen_rows,supervised_baseline,nearest,hashed_pair,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.8371559633027523,0.36964746608457644,0.017702902964060067,0.0,1.0,1.0,0.8371559633027523
transition_eval_seen_unseen_rows,terminal_rl,hopfield,exact_pair,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0759493670886076,0.26660986087588917,0.02999595287390334,0.0,0.0,1.0,0.0759493670886076
transition_eval_seen_unseen_rows,terminal_rl,hopfield,exact_pair,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.231651376146789,0.42237209451854996,0.020227954713688986,0.0,0.0,1.0,0.231651376146789
transition_eval_seen_unseen_rows,terminal_rl,hopfield,hashed_pair,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.012658227848101266,0.11250879009260241,0.012658227848101267,0.0,0.0,1.0,0.012658227848101266
transition_eval_seen_unseen_rows,terminal_rl,hopfield,hashed_pair,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.1834862385321101,0.38750929070784784,0.018558329220369055,0.0,0.0,1.0,0.1834862385321101
transition_eval_seen_unseen_rows,terminal_rl,nearest,exact_pair,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.10126582278481013,0.3036080768519887,0.03415857738895909,0.0,0.0,1.0,0.10126582278481013
transition_eval_seen_unseen_rows,terminal_rl,nearest,exact_pair,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.22935779816513763,0.4209027522582729,0.020157585981745003,0.0,0.0,1.0,0.22935779816513763
transition_eval_seen_unseen_rows,terminal_rl,nearest,hashed_pair,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.11392405063291139,0.3197491714129678,0.03597459240878514,0.0,0.0,1.0,0.11392405063291139
transition_eval_seen_unseen_rows,terminal_rl,nearest,hashed_pair,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.26376146788990823,0.44117771119662297,0.021128580411891567,0.0,0.0,1.0,0.26376146788990823
