summary_type,condition,cleanup,feature_type,count,final_test_accuracy_mean,final_test_accuracy_std,final_test_accuracy_sem,final_test_accuracy_min,final_test_accuracy_median,final_test_accuracy_max,final_test_accuracy,grammar,state_tracking_accuracy_mean,state_tracking_accuracy_std,state_tracking_accuracy_sem,state_tracking_accuracy_min,state_tracking_accuracy_median,state_tracking_accuracy_max,state_tracking_accuracy,transition_accuracy_mean,transition_accuracy_std,transition_accuracy_sem,transition_accuracy_min,transition_accuracy_median,transition_accuracy_max,transition_accuracy,seen_transition_accuracy_mean,seen_transition_accuracy_std,seen_transition_accuracy_sem,seen_transition_accuracy_min,seen_transition_accuracy_median,seen_transition_accuracy_max,seen_transition_accuracy,unseen_transition_accuracy_mean,unseen_transition_accuracy_std,unseen_transition_accuracy_sem,unseen_transition_accuracy_min,unseen_transition_accuracy_median,unseen_transition_accuracy_max,unseen_transition_accuracy,write_fraction,episode,test_accuracy_mean,test_accuracy_std,test_accuracy_sem,test_accuracy_min,test_accuracy_median,test_accuracy_max,test_accuracy,seen_in_training,correct_float_mean,correct_float_std,correct_float_sem,correct_float_min,correct_float_median,correct_float_max,correct_float
final_accuracy_by_condition,sparse_terminal_rl,hopfield,exact_pair,70,0.6235857142857142,0.2000678502920869,0.02391268184771327,0.364,0.5,1.0,0.6235857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_condition,sparse_terminal_rl,nearest,exact_pair,70,0.621157142857143,0.19228546379256367,0.022982508748400476,0.383,0.516,1.0,0.621157142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_condition,state_shaped_rl,hopfield,exact_pair,35,0.8298000000000001,0.21042475251402395,0.03556827497748449,0.373,0.988,1.0,0.8298000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_condition,state_shaped_rl,hopfield,hashed_pair,35,0.8075142857142856,0.22652157038290965,0.038289133799380246,0.369,0.884,1.0,0.8075142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_condition,state_shaped_rl,nearest,exact_pair,35,0.8324857142857143,0.21936852841851356,0.03708004902928805,0.453,0.997,1.0,0.8324857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_condition,state_shaped_rl,nearest,hashed_pair,35,0.7586571428571429,0.21842146830182707,0.036919966651867794,0.373,0.832,1.0,0.7586571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_condition,supervised_baseline,hopfield,exact_pair,35,0.9996571428571428,0.0020283702113484416,0.0003428571428571432,0.988,1.0,1.0,0.9996571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_condition,supervised_baseline,hopfield,hashed_pair,35,0.8386571428571428,0.19970639373209612,0.033756541671833874,0.287,0.934,1.0,0.8386571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_condition,supervised_baseline,nearest,exact_pair,35,0.9999428571428572,0.00023550410797680297,3.98074597725278e-05,0.999,1.0,1.0,0.9999428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_condition,supervised_baseline,nearest,hashed_pair,35,0.8612857142857142,0.18873660005860196,0.031902308112504364,0.493,1.0,1.0,0.8612857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_condition,terminal_rl,hopfield,exact_pair,35,0.6711714285714286,0.1964808755420779,0.03321132958743425,0.337,0.591,1.0,0.6711714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_condition,terminal_rl,hopfield,hashed_pair,35,0.6217142857142858,0.17837659623401725,0.030151147850234074,0.362,0.518,1.0,0.6217142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_condition,terminal_rl,nearest,exact_pair,35,0.6740857142857144,0.20258380566898168,0.03424291306004697,0.487,0.54,1.0,0.6740857142857144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_condition,terminal_rl,nearest,hashed_pair,35,0.6451428571428571,0.19291664503814362,0.03260886467238761,0.337,0.52,1.0,0.6451428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,sparse_terminal_rl,hopfield,exact_pair,10,0.48719999999999997,0.030014070774295926,0.009491282550026865,0.424,0.5,0.517,0.48719999999999997,contains_101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,sparse_terminal_rl,nearest,exact_pair,10,0.5065999999999999,0.05280614442362639,0.016698769083045878,0.4,0.5115000000000001,0.577,0.5065999999999999,contains_101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,hopfield,exact_pair,5,0.5628,0.07885873445598779,0.035266698172638715,0.5,0.549,0.692,0.5628,contains_101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,hopfield,hashed_pair,5,0.8591999999999999,0.22177398404682186,0.09918034079392951,0.493,1.0,1.0,0.8591999999999999,contains_101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,nearest,exact_pair,5,0.7051999999999999,0.2724898163234729,0.12186115049514344,0.453,0.573,1.0,0.7051999999999999,contains_101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,nearest,hashed_pair,5,0.549,0.05825804665451803,0.026053790511171303,0.5,0.526,0.631,0.549,contains_101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,hopfield,exact_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,contains_101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,hopfield,hashed_pair,5,0.5791999999999999,0.1978299775059382,0.08847225553810642,0.287,0.602,0.796,0.5791999999999999,contains_101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,nearest,exact_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,contains_101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,nearest,hashed_pair,5,0.921,0.1766493702224834,0.079,0.605,1.0,1.0,0.921,contains_101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,hopfield,exact_pair,5,0.5124,0.02943297470525191,0.01316282644419502,0.497,0.5,0.565,0.5124,contains_101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,hopfield,hashed_pair,5,0.514,0.0392874025611264,0.017569860557215593,0.463,0.5,0.559,0.514,contains_101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,nearest,exact_pair,5,0.5266,0.04263566582100014,0.019067249408344138,0.5,0.51,0.602,0.5266,contains_101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,nearest,hashed_pair,5,0.504,0.008944271909999168,0.004000000000000004,0.5,0.5,0.52,0.504,contains_101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,sparse_terminal_rl,hopfield,exact_pair,10,0.501,0.02245489305746572,0.007100860667709387,0.466,0.5,0.541,0.501,even_ones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,sparse_terminal_rl,nearest,exact_pair,10,0.49350000000000005,0.02286311925836505,0.007229953127249324,0.468,0.4925,0.531,0.49350000000000005,even_ones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,hopfield,exact_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,even_ones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,hopfield,hashed_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,even_ones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,nearest,exact_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,even_ones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,nearest,hashed_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,even_ones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,hopfield,exact_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,even_ones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,hopfield,hashed_pair,5,0.9042,0.21421531224447982,0.09579999999999998,0.521,1.0,1.0,0.9042,even_ones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,nearest,exact_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,even_ones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,nearest,hashed_pair,5,0.8141999999999999,0.254429164994896,0.11378418167741947,0.532,1.0,1.0,0.8141999999999999,even_ones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,hopfield,exact_pair,5,0.5058,0.012969194269498791,0.005800000000000005,0.5,0.5,0.529,0.5058,even_ones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,hopfield,hashed_pair,5,0.5066,0.009099450532861868,0.004069397989875164,0.5,0.5,0.518,0.5066,even_ones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,nearest,exact_pair,5,0.608,0.21981810662454537,0.09830564581955606,0.5,0.5,1.0,0.608,even_ones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,nearest,hashed_pair,5,0.506,0.008485281374238578,0.0037947331922020587,0.5,0.5,0.518,0.506,even_ones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,sparse_terminal_rl,hopfield,exact_pair,10,0.46929999999999994,0.055049573618290236,0.01740820368549138,0.41,0.471,0.579,0.46929999999999994,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,sparse_terminal_rl,nearest,exact_pair,10,0.5215,0.06851804304139328,0.02166730768282534,0.412,0.5,0.627,0.5215,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,hopfield,exact_pair,5,0.6922,0.2911910026082537,0.13022457525367476,0.373,0.588,1.0,0.6922,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,hopfield,hashed_pair,5,0.5094000000000001,0.12714873180649502,0.0568626415144425,0.373,0.5,0.68,0.5094000000000001,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,nearest,exact_pair,5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,nearest,hashed_pair,5,0.5746,0.2440815437512636,0.10915658477618288,0.373,0.5,1.0,0.5746,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,hopfield,exact_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,hopfield,hashed_pair,5,0.9356,0.14400277775098644,0.06439999999999999,0.678,1.0,1.0,0.9356,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,nearest,exact_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,nearest,hashed_pair,5,0.938,0.13863621460498696,0.06199999999999999,0.69,1.0,1.0,0.938,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,hopfield,exact_pair,5,0.5438,0.04233438318908165,0.01893251171926218,0.5,0.555,0.594,0.5438,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,hopfield,hashed_pair,5,0.4574,0.05467906363499653,0.024453220646777796,0.362,0.474,0.5,0.4574,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,nearest,exact_pair,5,0.5124000000000001,0.03544432253549218,0.01585118292115764,0.487,0.5,0.575,0.5124000000000001,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,nearest,hashed_pair,5,0.49399999999999994,0.10237919710566201,0.045785368842021994,0.337,0.5,0.594,0.49399999999999994,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,sparse_terminal_rl,hopfield,exact_pair,10,0.6071000000000001,0.1894057666610086,0.05989536246191723,0.364,0.605,0.852,0.6071000000000001,reber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,sparse_terminal_rl,nearest,exact_pair,10,0.541,0.11442610424782158,0.03618471132029843,0.383,0.503,0.734,0.541,reber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,hopfield,exact_pair,5,0.8635999999999999,0.1264527579770406,0.0565513925557983,0.718,0.835,0.995,0.8635999999999999,reber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,hopfield,hashed_pair,5,0.4962,0.08048726607358458,0.035994999652729544,0.369,0.516,0.59,0.4962,reber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,nearest,exact_pair,5,0.9987999999999999,0.0016431676725154997,0.000734846922834954,0.997,1.0,1.0,0.9987999999999999,reber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,nearest,hashed_pair,5,0.6038,0.08635797589105478,0.03862046089833729,0.533,0.57,0.732,0.6038,reber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,hopfield,exact_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,reber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,hopfield,hashed_pair,5,0.737,0.18849137911321034,0.08429590737396447,0.512,0.682,0.953,0.737,reber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,nearest,exact_pair,5,0.9996,0.0005477225575051665,0.000244948974278318,0.999,1.0,1.0,0.9996,reber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,nearest,hashed_pair,5,0.5953999999999999,0.16022889876673307,0.07165654192046947,0.493,0.523,0.874,0.5953999999999999,reber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,hopfield,exact_pair,5,0.7602,0.08486283049722064,0.037951811550965525,0.642,0.795,0.849,0.7602,reber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,hopfield,hashed_pair,5,0.7274,0.11846856123039566,0.052980751221552165,0.623,0.71,0.922,0.7274,reber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,nearest,exact_pair,5,0.8109999999999999,0.18024011762091147,0.08060583105458313,0.5,0.861,0.938,0.8109999999999999,reber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,nearest,hashed_pair,5,0.6186,0.15241981498479784,0.0681642134847898,0.417,0.676,0.764,0.6186,reber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,sparse_terminal_rl,hopfield,exact_pair,10,0.7018000000000001,0.1226565213195867,0.03878739772428955,0.5,0.7330000000000001,0.829,0.7018000000000001,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,sparse_terminal_rl,nearest,exact_pair,10,0.6627000000000001,0.146086009673145,0.046196452485252816,0.387,0.7315,0.813,0.6627000000000001,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,hopfield,exact_pair,5,0.8156000000000001,0.1884364614399241,0.08427134744383763,0.5,0.88,1.0,0.8156000000000001,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,hopfield,hashed_pair,5,0.8394,0.07053580650988547,0.03154457164077522,0.755,0.825,0.934,0.8394,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,nearest,exact_pair,5,0.8795999999999999,0.07871658021027085,0.03520312486129606,0.821,0.829,1.0,0.8795999999999999,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,nearest,hashed_pair,5,0.8347999999999999,0.0237423671945322,0.010617909398746994,0.796,0.839,0.857,0.8347999999999999,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,hopfield,exact_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,hopfield,hashed_pair,5,0.8785999999999999,0.06588474785563044,0.029464554977124628,0.786,0.9,0.94,0.8785999999999999,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,nearest,exact_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,nearest,hashed_pair,5,0.8452,0.1434806607177427,0.06416650216429129,0.672,0.899,1.0,0.8452,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,hopfield,exact_pair,5,0.744,0.09125239722878518,0.040809312662675415,0.591,0.771,0.831,0.744,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,hopfield,hashed_pair,5,0.6971999999999999,0.11602887571634916,0.05188969069092626,0.5,0.73,0.782,0.6971999999999999,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,nearest,exact_pair,5,0.7782,0.09976321967538938,0.04461546816968303,0.641,0.779,0.899,0.7782,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,nearest,hashed_pair,5,0.7272000000000001,0.13402126696908964,0.05993613267470633,0.5,0.783,0.845,0.7272000000000001,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,sparse_terminal_rl,hopfield,exact_pair,10,0.9,0.21081851067789198,0.06666666666666667,0.5,1.0,1.0,0.9,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,sparse_terminal_rl,nearest,exact_pair,10,0.95,0.15811388300841897,0.049999999999999996,0.5,1.0,1.0,0.95,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,hopfield,exact_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,hopfield,hashed_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,nearest,exact_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,nearest,hashed_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,hopfield,exact_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,hopfield,hashed_pair,5,0.9516,0.10822569011098983,0.0484,0.758,1.0,1.0,0.9516,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,nearest,exact_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,nearest,hashed_pair,5,0.951,0.1095673308974897,0.049,0.755,1.0,1.0,0.951,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,hopfield,exact_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,hopfield,hashed_pair,5,0.8058,0.26611689160968344,0.11901109192003911,0.5,1.0,1.0,0.8058,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,nearest,exact_pair,5,0.9057999999999999,0.21063760348048016,0.09419999999999998,0.529,1.0,1.0,0.9057999999999999,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,terminal_rl,nearest,hashed_pair,5,0.9484,0.11538110763898915,0.0516,0.742,1.0,1.0,0.9484,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,sparse_terminal_rl,hopfield,exact_pair,10,0.6987,0.2121304891910742,0.06708155070095237,0.5,0.6795,0.957,0.6987,tomita_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,sparse_terminal_rl,nearest,exact_pair,10,0.6728,0.2003201881433266,0.06334680558463683,0.5,0.565,0.957,0.6728,tomita_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,hopfield,exact_pair,5,0.8744,0.21093434997647964,0.09433270906742793,0.509,0.988,1.0,0.8744,tomita_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,hopfield,hashed_pair,5,0.9484,0.07116389534026366,0.03182546150490201,0.859,1.0,1.0,0.9484,tomita_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,nearest,exact_pair,5,0.7438,0.22983080733443895,0.10278346170469255,0.5,0.859,1.0,0.7438,tomita_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,state_shaped_rl,nearest,hashed_pair,5,0.7484,0.2329469896779093,0.10417706081474941,0.5,0.859,1.0,0.7484,tomita_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,hopfield,exact_pair,5,0.9975999999999999,0.0053665631459995,0.002400000000000002,0.988,1.0,1.0,0.9975999999999999,tomita_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,hopfield,hashed_pair,5,0.8844000000000001,0.21661209569181497,0.09687187414311751,0.5,0.988,1.0,0.8844000000000001,tomita_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_accuracy_by_grammar,supervised_baseline,nearest,exact_pair,5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,tomita_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
