summary_type,regime,feature_mode,register_type,output_mode,count,test_string_accuracy_mean,test_string_accuracy_std,test_string_accuracy_sem,test_string_accuracy_min,test_string_accuracy_median,test_string_accuracy_max,hidden_dim,write_fraction,unwritten_mode,test_string_accuracy,length_generalization_accuracy_mean,length_generalization_accuracy_std,length_generalization_accuracy_sem,length_generalization_accuracy_min,length_generalization_accuracy_median,length_generalization_accuracy_max,length_generalization_accuracy,transition_accuracy_autonomous_mean,transition_accuracy_autonomous_std,transition_accuracy_autonomous_sem,transition_accuracy_autonomous_min,transition_accuracy_autonomous_median,transition_accuracy_autonomous_max,transition_accuracy_autonomous,grammar_name,length,transition_coverage_train,topk_k,masked_topk_accuracy_mean,masked_topk_accuracy_std,masked_topk_accuracy_sem,masked_topk_accuracy_min,masked_topk_accuracy_median,masked_topk_accuracy_max,masked_topk_accuracy,seen_transition_accuracy_mean,seen_transition_accuracy_std,seen_transition_accuracy_sem,seen_transition_accuracy_min,seen_transition_accuracy_median,seen_transition_accuracy_max,seen_transition_accuracy,unseen_transition_accuracy_mean,unseen_transition_accuracy_std,unseen_transition_accuracy_sem,unseen_transition_accuracy_min,unseen_transition_accuracy_median,unseen_transition_accuracy_max,unseen_transition_accuracy
variant_autonomous_transition_accuracy,full_transition_exposure,exact_pair,hopfield,sparse_topk,40,,,,,,,12.0,0.5,keep_current,,,,,,,,,0.2820943957000062,0.13283760210925938,0.021003469079022345,0.0867691516048112,0.2934294519449398,0.5449345868121754,0.2820943957000062,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,exact_pair,hopfield,sparse_topk,40,,,,,,,12.0,0.5,random_noise,,,,,,,,,0.7876170898192216,0.22511156594903542,0.035593263802307776,0.494178941274844,0.9051847982238475,1.0,0.7876170898192216,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,exact_pair,nearest,dense,40,,,,,,,12.0,1.0,random_noise,,,,,,,,,0.7758535282780181,0.2509779156757692,0.03968309279685541,0.4939790070191255,1.0,1.0,0.7758535282780181,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,exact_pair,nearest,sparse_topk,40,,,,,,,12.0,0.3,random_noise,,,,,,,,,0.7757850234215992,0.23295393906312498,0.0368332518673773,0.4939790070191255,0.8486524731459446,1.0,0.7757850234215992,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,exact_pair,nearest,sparse_topk,40,,,,,,,12.0,0.5,keep_current,,,,,,,,,0.2873928665505612,0.17535710036325866,0.02772639205153186,0.0867691516048112,0.223416747567872,0.877344176731201,0.2873928665505612,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,exact_pair,nearest,sparse_topk,40,,,,,,,12.0,0.5,random_noise,,,,,,,,,0.7850756046363045,0.22841102232540755,0.03611495366179286,0.494178941274844,0.9102076347691515,1.0,0.7850756046363045,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,exact_pair,hopfield,dense,20,,,,,,,63.0,1.0,random_noise,,,,,,,,,0.6288760227462795,0.1269900669337425,0.028395842213109652,0.5797522629823726,0.5883225652069873,1.0,0.6288760227462795,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,,,,,,,63.0,0.3,random_noise,,,,,,,,,0.6046438754936038,0.05478072194610862,0.012249341812801344,0.4454978561219628,0.6073864345162627,0.6983753124399154,0.6046438754936038,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,,,,,,,63.0,0.5,keep_current,,,,,,,,,0.1661587292482057,0.12626332801539877,0.028233338450778526,0.0,0.1694808617355533,0.3556931872320152,0.1661587292482057,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,,,,,,,63.0,0.5,random_noise,,,,,,,,,0.6097469236438952,0.026152652290662295,0.005847910831383647,0.5797522629823726,0.6045997709163533,0.6785406904465908,0.6097469236438952,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,exact_pair,nearest,dense,20,,,,,,,63.0,1.0,random_noise,,,,,,,,,0.6078636358953982,0.09241006841766466,0.02066351947873046,0.5797522629823726,0.5873148196199077,1.0,0.6078636358953982,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,exact_pair,nearest,sparse_topk,20,,,,,,,63.0,0.3,random_noise,,,,,,,,,0.621393139429025,0.0264131787020447,0.005906166307962161,0.5824965497549136,0.6201090677409327,0.6800229511332122,0.621393139429025,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,exact_pair,nearest,sparse_topk,20,,,,,,,63.0,0.5,keep_current,,,,,,,,,0.1369650926893937,0.12909064268755885,0.02886554523085177,0.0,0.08173391740608446,0.3545919564503261,0.1369650926893937,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,exact_pair,nearest,sparse_topk,20,,,,,,,63.0,0.5,random_noise,,,,,,,,,0.6162758670045934,0.03994353933506118,0.008931646921513355,0.5824965497549136,0.5965508325847381,0.7077485099019419,0.6162758670045934,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,hashed_pair,hopfield,dense,280,,,,,,,32.0,1.0,random_noise,,,,,,,,,0.770998569941755,0.25866925564265764,0.015458444734966822,0.081486499564502,0.9392354836435576,1.0,0.770998569941755,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,hashed_pair,nearest,dense,280,,,,,,,32.0,1.0,random_noise,,,,,,,,,0.7698259090918832,0.26016206778960044,0.015547657324286219,0.1520034426699818,0.9392354836435576,1.0,0.7698259090918832,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,hashed_pair,hopfield,dense,280,,,,,,,64.0,1.0,random_noise,,,,,,,,,0.8469585404052291,0.223332062026874,0.013346643495808157,0.2631594869312681,1.0,1.0,0.8469585404052291,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,hashed_pair,nearest,dense,280,,,,,,,64.0,1.0,random_noise,,,,,,,,,0.8446186569587886,0.22710393024145772,0.013572055735843632,0.2243925678894711,1.0,1.0,0.8446186569587886,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,hashed_pair,hopfield,dense,280,,,,,,,128.0,1.0,random_noise,,,,,,,,,0.8912600024703426,0.20418623555353083,0.012202461518293578,0.2245246221355436,1.0,1.0,0.8912600024703426,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,hashed_pair,nearest,dense,280,,,,,,,128.0,1.0,random_noise,,,,,,,,,0.8877556062013112,0.20929816650514768,0.012507957824409301,0.2243925678894711,1.0,1.0,0.8877556062013112,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,hashed_pair,hopfield,dense,280,,,,,,,256.0,1.0,random_noise,,,,,,,,,0.9177912362045321,0.17497248119806508,0.010456605768707583,0.3378598068279621,1.0,1.0,0.9177912362045321,,,,,,,,,,,,,,,,,,,,,,,,,
variant_autonomous_transition_accuracy,full_transition_exposure,hashed_pair,nearest,dense,280,,,,,,,256.0,1.0,random_noise,,,,,,,,,0.9146199927746191,0.17957242864263037,0.010731505208066537,0.3378598068279621,1.0,1.0,0.9146199927746191,,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,hopfield,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,nearest,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,hopfield,,80,0.9447458333333334,0.15195691375926434,0.01698929944083941,0.5,1.0,1.0,,,,0.9447458333333334,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,nearest,,80,0.9447458333333334,0.15195691375926434,0.01698929944083941,0.5,1.0,1.0,,,,0.9447458333333334,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,hopfield,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,nearest,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,hopfield,,80,0.9390791666666669,0.14649882267687434,0.016379066306458936,0.5,1.0,1.0,,,,0.9390791666666669,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,nearest,,80,0.9390791666666669,0.14649882267687434,0.016379066306458936,0.5,1.0,1.0,,,,0.9390791666666669,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,hopfield,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,nearest,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,hopfield,,80,0.9813083333333333,0.09529394564162702,0.010654187014942392,0.5,1.0,1.0,,,,0.9813083333333333,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,nearest,,80,0.9813083333333333,0.09529394564162702,0.010654187014942392,0.5,1.0,1.0,,,,0.9813083333333333,,,,,,,,,,,,,,,even_ones,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,hopfield,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,nearest,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,hopfield,,80,0.8769958333333333,0.208600314963697,0.02332222421933465,0.5,1.0,1.0,,,,0.8769958333333333,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,nearest,,80,0.8769958333333333,0.208600314963697,0.02332222421933465,0.5,1.0,1.0,,,,0.8769958333333333,,,,,,,,,,,,,,,no_substring_11,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,hopfield,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,nearest,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,hopfield,,80,0.9524083333333333,0.14497950749997984,0.016209201705719774,0.4363333333333333,1.0,1.0,,,,0.9524083333333333,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,nearest,,80,0.9524083333333333,0.14497950749997984,0.016209201705719774,0.4363333333333333,1.0,1.0,,,,0.9524083333333333,,,,,,,,,,,,,,,ones_mod3_zero,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,hopfield,,20,0.9973666666666666,0.0032801012678704915,0.0007334529408041666,0.9916666666666668,0.9993333333333332,1.0,,,,0.9973666666666666,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,nearest,,20,0.9953833333333334,0.011807062511319183,0.0026401394389899075,0.9463333333333334,0.9993333333333332,1.0,,,,0.9953833333333334,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,hopfield,,80,0.8599125000000001,0.16731388042112716,0.018706260510045574,0.4933333333333333,0.9881666666666666,1.0,,,,0.8599125000000001,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,nearest,,80,0.858775,0.16246279483205178,0.018163892652953467,0.5,0.965,1.0,,,,0.858775,,,,,,,,,,,,,,,reber,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,hopfield,,20,0.575,0.18317377426626164,0.04095890109545627,0.5,0.5,1.0,,,,0.575,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,nearest,,20,0.55,0.1538967528127731,0.03441236008058426,0.5,0.5,1.0,,,,0.55,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,hopfield,,80,0.5542166666666667,0.14422889781468293,0.016125280991675095,0.5,0.5,1.0,,,,0.5542166666666667,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,nearest,,80,0.5377291666666666,0.12355184308205718,0.013813515993843348,0.5,0.5,1.0,,,,0.5377291666666666,,,,,,,,,,,,,,,tier_alternating_12,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,hopfield,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,nearest,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,hopfield,,80,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,nearest,,80,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,tomita_1,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,hopfield,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,tomita_2,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,nearest,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,tomita_2,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,hopfield,,80,0.9864333333333335,0.06991991400252832,0.007817284034529637,0.5773333333333334,1.0,1.0,,,,0.9864333333333335,,,,,,,,,,,,,,,tomita_2,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,nearest,,80,0.9864333333333335,0.06991991400252832,0.007817284034529637,0.5773333333333334,1.0,1.0,,,,0.9864333333333335,,,,,,,,,,,,,,,tomita_2,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,hopfield,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,tomita_3,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,nearest,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,tomita_3,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,hopfield,,80,0.8098041666666667,0.20611825080703663,0.023044721010394238,0.4346666666666666,0.9123333333333333,1.0,,,,0.8098041666666667,,,,,,,,,,,,,,,tomita_3,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,nearest,,80,0.8098041666666667,0.20611825080703663,0.023044721010394238,0.4346666666666666,0.9123333333333333,1.0,,,,0.8098041666666667,,,,,,,,,,,,,,,tomita_3,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,hopfield,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,tomita_4,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,nearest,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,tomita_4,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,hopfield,,80,0.8125708333333334,0.22593901068791308,0.025260749333361258,0.5,1.0,1.0,,,,0.8125708333333334,,,,,,,,,,,,,,,tomita_4,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,nearest,,80,0.8125708333333334,0.22593901068791308,0.025260749333361258,0.5,1.0,1.0,,,,0.8125708333333334,,,,,,,,,,,,,,,tomita_4,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,hopfield,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,tomita_5,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,nearest,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,tomita_5,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,hopfield,,80,0.9044625,0.16195534705877504,0.01810715826714958,0.5006666666666667,1.0,1.0,,,,0.9044625,,,,,,,,,,,,,,,tomita_5,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,nearest,,80,0.9044625,0.16195534705877504,0.01810715826714958,0.5006666666666667,1.0,1.0,,,,0.9044625,,,,,,,,,,,,,,,tomita_5,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,hopfield,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,tomita_6,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,nearest,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,tomita_6,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,hopfield,,80,0.9437208333333332,0.15920287938287256,0.01779942302569014,0.4613333333333333,1.0,1.0,,,,0.9437208333333332,,,,,,,,,,,,,,,tomita_6,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,nearest,,80,0.9437208333333332,0.15920287938287256,0.01779942302569014,0.4613333333333333,1.0,1.0,,,,0.9437208333333332,,,,,,,,,,,,,,,tomita_6,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,hopfield,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,tomita_7,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,exact_pair,nearest,,20,1.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,tomita_7,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,hopfield,,80,0.8352125000000001,0.19432517474786334,0.0217262150237874,0.5,1.0,1.0,,,,0.8352125000000001,,,,,,,,,,,,,,,tomita_7,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_model,full_transition_exposure,hashed_pair,nearest,,80,0.8352125000000001,0.19432517474786334,0.0217262150237874,0.5,1.0,1.0,,,,0.8352125000000001,,,,,,,,,,,,,,,tomita_7,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,8.0,0.3,random_noise,1.0,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,0.5501833333333334,0.15383622623726823,0.03439882592685684,0.5,0.5,1.0,8.0,0.5,keep_current,0.5501833333333334,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,8.0,0.5,random_noise,1.0,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,8.0,0.3,random_noise,1.0,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,0.6,0.20519567041703082,0.04588314677411235,0.5,0.5,1.0,8.0,0.5,keep_current,0.6,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,8.0,0.5,random_noise,1.0,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.8924833333333334,0.2037922768538179,0.04556933843345938,0.5,1.0,1.0,32.0,1.0,random_noise,0.8924833333333334,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.8924833333333334,0.2037922768538179,0.04556933843345938,0.5,1.0,1.0,32.0,1.0,random_noise,0.8924833333333334,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.9364999999999999,0.15685846788544258,0.03507461970383173,0.5,1.0,1.0,64.0,1.0,random_noise,0.9364999999999999,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.9364999999999999,0.15685846788544258,0.03507461970383173,0.5,1.0,1.0,64.0,1.0,random_noise,0.9364999999999999,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.975,0.11180339887498951,0.025000000000000005,0.5,1.0,1.0,128.0,1.0,random_noise,0.975,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.975,0.11180339887498951,0.025000000000000005,0.5,1.0,1.0,128.0,1.0,random_noise,0.975,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.975,0.11180339887498951,0.025000000000000005,0.5,1.0,1.0,256.0,1.0,random_noise,0.975,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.975,0.11180339887498951,0.025000000000000005,0.5,1.0,1.0,256.0,1.0,random_noise,0.975,,,,,,,,,,,,,,,contains_101,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,6.0,0.3,random_noise,1.0,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,0.5250833333333332,0.11180391539242275,0.025000115496809232,0.4936666666666666,0.5,1.0,6.0,0.5,keep_current,0.5250833333333332,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,hopfield,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,6.0,0.5,random_noise,1.0,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,dense,20,1.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,random_noise,1.0,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,6.0,0.3,random_noise,1.0,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,0.5424166666666667,0.13034649617203942,0.029146362606959623,0.5,0.5,1.0,6.0,0.5,keep_current,0.5424166666666667,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,exact_pair,nearest,sparse_topk,20,1.0,0.0,0.0,1.0,1.0,1.0,6.0,0.5,random_noise,1.0,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,hopfield,dense,20,0.9088666666666667,0.1617681323838869,0.03617245406035562,0.5,1.0,1.0,32.0,1.0,random_noise,0.9088666666666667,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
by_grammar_variant,full_transition_exposure,hashed_pair,nearest,dense,20,0.9088666666666667,0.1617681323838869,0.03617245406035562,0.5,1.0,1.0,32.0,1.0,random_noise,0.9088666666666667,,,,,,,,,,,,,,,ends_with_01,,,,,,,,,,,,,,,,,,,,,,,,
