experiment,seed,num_states,num_inputs,state_dim,input_dim,register_type,transition_accuracy,mean_abs_overlap
exp01_transition_accuracy,5,64,2,128,16,hopfield,0.6328125,0.06811135912698413
exp01_transition_accuracy,5,64,2,256,16,nearest,1.0,0.049905443948412696
exp01_transition_accuracy,5,64,2,256,16,hopfield,0.734375,0.049905443948412696
exp01_transition_accuracy,5,64,2,512,16,nearest,1.0,0.035181439112103176
exp01_transition_accuracy,5,64,2,512,16,hopfield,1.0,0.035181439112103176
exp01_transition_accuracy,5,64,4,64,16,nearest,1.0,0.0990358382936508
exp01_transition_accuracy,5,64,4,64,16,hopfield,0.328125,0.0990358382936508
exp01_transition_accuracy,5,64,4,128,16,nearest,1.0,0.06825086805555555
exp01_transition_accuracy,5,64,4,128,16,hopfield,0.59765625,0.06825086805555555
exp01_transition_accuracy,5,64,4,256,16,nearest,1.0,0.04800657242063492
exp01_transition_accuracy,5,64,4,256,16,hopfield,0.8359375,0.04800657242063492
exp01_transition_accuracy,5,64,4,512,16,nearest,1.0,0.03431919642857143
exp01_transition_accuracy,5,64,4,512,16,hopfield,1.0,0.03431919642857143
exp01_transition_accuracy,5,64,8,64,16,nearest,1.0,0.09933035714285714
exp01_transition_accuracy,5,64,8,64,16,hopfield,0.302734375,0.09933035714285714
exp01_transition_accuracy,5,64,8,128,16,nearest,1.0,0.0686616443452381
exp01_transition_accuracy,5,64,8,128,16,hopfield,0.626953125,0.0686616443452381
exp01_transition_accuracy,5,64,8,256,16,nearest,1.0,0.04797944568452381
exp01_transition_accuracy,5,64,8,256,16,hopfield,0.837890625,0.04797944568452381
exp01_transition_accuracy,5,64,8,512,16,nearest,1.0,0.03475322420634921
exp01_transition_accuracy,5,64,8,512,16,hopfield,1.0,0.03475322420634921
exp01_transition_accuracy,6,4,2,64,16,nearest,1.0,0.078125
exp01_transition_accuracy,6,4,2,64,16,hopfield,1.0,0.078125
exp01_transition_accuracy,6,4,2,128,16,nearest,1.0,0.049479166666666664
exp01_transition_accuracy,6,4,2,128,16,hopfield,1.0,0.049479166666666664
exp01_transition_accuracy,6,4,2,256,16,nearest,1.0,0.02734375
exp01_transition_accuracy,6,4,2,256,16,hopfield,1.0,0.02734375
exp01_transition_accuracy,6,4,2,512,16,nearest,1.0,0.024088541666666668
exp01_transition_accuracy,6,4,2,512,16,hopfield,1.0,0.024088541666666668
exp01_transition_accuracy,6,4,4,64,16,nearest,1.0,0.09375
exp01_transition_accuracy,6,4,4,64,16,hopfield,1.0,0.09375
exp01_transition_accuracy,6,4,4,128,16,nearest,1.0,0.041666666666666664
exp01_transition_accuracy,6,4,4,128,16,hopfield,1.0,0.041666666666666664
exp01_transition_accuracy,6,4,4,256,16,nearest,1.0,0.02734375
exp01_transition_accuracy,6,4,4,256,16,hopfield,1.0,0.02734375
exp01_transition_accuracy,6,4,4,512,16,nearest,1.0,0.025390625
exp01_transition_accuracy,6,4,4,512,16,hopfield,1.0,0.025390625
exp01_transition_accuracy,6,4,8,64,16,nearest,1.0,0.057291666666666664
exp01_transition_accuracy,6,4,8,64,16,hopfield,1.0,0.057291666666666664
exp01_transition_accuracy,6,4,8,128,16,nearest,1.0,0.0234375
exp01_transition_accuracy,6,4,8,128,16,hopfield,1.0,0.0234375
exp01_transition_accuracy,6,4,8,256,16,nearest,1.0,0.022135416666666668
exp01_transition_accuracy,6,4,8,256,16,hopfield,1.0,0.022135416666666668
exp01_transition_accuracy,6,4,8,512,16,nearest,1.0,0.029296875
exp01_transition_accuracy,6,4,8,512,16,hopfield,1.0,0.029296875
exp01_transition_accuracy,6,8,2,64,16,nearest,1.0,0.08928571428571429
exp01_transition_accuracy,6,8,2,64,16,hopfield,1.0,0.08928571428571429
exp01_transition_accuracy,6,8,2,128,16,nearest,1.0,0.05412946428571429
exp01_transition_accuracy,6,8,2,128,16,hopfield,1.0,0.05412946428571429
exp01_transition_accuracy,6,8,2,256,16,nearest,1.0,0.042689732142857144
exp01_transition_accuracy,6,8,2,256,16,hopfield,1.0,0.042689732142857144
exp01_transition_accuracy,6,8,2,512,16,nearest,1.0,0.036411830357142856
exp01_transition_accuracy,6,8,2,512,16,hopfield,1.0,0.036411830357142856
exp01_transition_accuracy,6,8,4,64,16,nearest,1.0,0.07477678571428571
exp01_transition_accuracy,6,8,4,64,16,hopfield,1.0,0.07477678571428571
exp01_transition_accuracy,6,8,4,128,16,nearest,1.0,0.056361607142857144
exp01_transition_accuracy,6,8,4,128,16,hopfield,1.0,0.056361607142857144
exp01_transition_accuracy,6,8,4,256,16,nearest,1.0,0.046595982142857144
exp01_transition_accuracy,6,8,4,256,16,hopfield,1.0,0.046595982142857144
exp01_transition_accuracy,6,8,4,512,16,nearest,1.0,0.03376116071428571
exp01_transition_accuracy,6,8,4,512,16,hopfield,1.0,0.03376116071428571
exp01_transition_accuracy,6,8,8,64,16,nearest,1.0,0.07589285714285714
exp01_transition_accuracy,6,8,8,64,16,hopfield,1.0,0.07589285714285714
exp01_transition_accuracy,6,8,8,128,16,nearest,1.0,0.05580357142857143
exp01_transition_accuracy,6,8,8,128,16,hopfield,1.0,0.05580357142857143
exp01_transition_accuracy,6,8,8,256,16,nearest,1.0,0.04603794642857143
exp01_transition_accuracy,6,8,8,256,16,hopfield,1.0,0.04603794642857143
exp01_transition_accuracy,6,8,8,512,16,nearest,1.0,0.03362165178571429
exp01_transition_accuracy,6,8,8,512,16,hopfield,1.0,0.03362165178571429
exp01_transition_accuracy,6,16,2,64,16,nearest,1.0,0.09244791666666667
exp01_transition_accuracy,6,16,2,64,16,hopfield,0.84375,0.09244791666666667
exp01_transition_accuracy,6,16,2,128,16,nearest,1.0,0.066796875
exp01_transition_accuracy,6,16,2,128,16,hopfield,1.0,0.066796875
exp01_transition_accuracy,6,16,2,256,16,nearest,1.0,0.046875
exp01_transition_accuracy,6,16,2,256,16,hopfield,1.0,0.046875
exp01_transition_accuracy,6,16,2,512,16,nearest,1.0,0.036783854166666664
exp01_transition_accuracy,6,16,2,512,16,hopfield,1.0,0.036783854166666664
exp01_transition_accuracy,6,16,4,64,16,nearest,1.0,0.09322916666666667
exp01_transition_accuracy,6,16,4,64,16,hopfield,0.828125,0.09322916666666667
exp01_transition_accuracy,6,16,4,128,16,nearest,1.0,0.07096354166666667
exp01_transition_accuracy,6,16,4,128,16,hopfield,0.8125,0.07096354166666667
exp01_transition_accuracy,6,16,4,256,16,nearest,1.0,0.0451171875
exp01_transition_accuracy,6,16,4,256,16,hopfield,1.0,0.0451171875
exp01_transition_accuracy,6,16,4,512,16,nearest,1.0,0.03701171875
exp01_transition_accuracy,6,16,4,512,16,hopfield,1.0,0.03701171875
exp01_transition_accuracy,6,16,8,64,16,nearest,1.0,0.09817708333333333
exp01_transition_accuracy,6,16,8,64,16,hopfield,0.703125,0.09817708333333333
exp01_transition_accuracy,6,16,8,128,16,nearest,1.0,0.0734375
exp01_transition_accuracy,6,16,8,128,16,hopfield,1.0,0.0734375
exp01_transition_accuracy,6,16,8,256,16,nearest,1.0,0.047200520833333336
exp01_transition_accuracy,6,16,8,256,16,hopfield,1.0,0.047200520833333336
exp01_transition_accuracy,6,16,8,512,16,nearest,1.0,0.03626302083333333
exp01_transition_accuracy,6,16,8,512,16,hopfield,1.0,0.03626302083333333
exp01_transition_accuracy,6,32,2,64,16,nearest,1.0,0.10162550403225806
exp01_transition_accuracy,6,32,2,64,16,hopfield,0.359375,0.10162550403225806
exp01_transition_accuracy,6,32,2,128,16,nearest,1.0,0.07078503024193548
exp01_transition_accuracy,6,32,2,128,16,hopfield,0.75,0.07078503024193548
exp01_transition_accuracy,6,32,2,256,16,nearest,1.0,0.04969443044354839
exp01_transition_accuracy,6,32,2,256,16,hopfield,1.0,0.04969443044354839
exp01_transition_accuracy,6,32,2,512,16,nearest,1.0,0.03535313760080645
exp01_transition_accuracy,6,32,2,512,16,hopfield,1.0,0.03535313760080645
exp01_transition_accuracy,6,32,4,64,16,nearest,1.0,0.1015625
exp01_transition_accuracy,6,32,4,64,16,hopfield,0.390625,0.1015625
exp01_transition_accuracy,6,32,4,128,16,nearest,1.0,0.07154107862903226
exp01_transition_accuracy,6,32,4,128,16,hopfield,0.7578125,0.07154107862903226
exp01_transition_accuracy,6,32,4,256,16,nearest,1.0,0.05034022177419355
exp01_transition_accuracy,6,32,4,256,16,hopfield,0.9609375,0.05034022177419355
exp01_transition_accuracy,6,32,4,512,16,nearest,1.0,0.03429782006048387
exp01_transition_accuracy,6,32,4,512,16,hopfield,1.0,0.03429782006048387
exp01_transition_accuracy,6,32,8,64,16,nearest,1.0,0.10307459677419355
exp01_transition_accuracy,6,32,8,64,16,hopfield,0.3125,0.10307459677419355
exp01_transition_accuracy,6,32,8,128,16,nearest,1.0,0.0721711189516129
exp01_transition_accuracy,6,32,8,128,16,hopfield,0.7421875,0.0721711189516129
exp01_transition_accuracy,6,32,8,256,16,nearest,1.0,0.049899193548387094
exp01_transition_accuracy,6,32,8,256,16,hopfield,1.0,0.049899193548387094
exp01_transition_accuracy,6,32,8,512,16,nearest,1.0,0.03473097278225806
exp01_transition_accuracy,6,32,8,512,16,hopfield,1.0,0.03473097278225806
exp01_transition_accuracy,6,64,2,64,16,nearest,1.0,0.1023530505952381
exp01_transition_accuracy,6,64,2,64,16,hopfield,0.28125,0.1023530505952381
exp01_transition_accuracy,6,64,2,128,16,nearest,1.0,0.07279265873015874
exp01_transition_accuracy,6,64,2,128,16,hopfield,0.609375,0.07279265873015874
exp01_transition_accuracy,6,64,2,256,16,nearest,1.0,0.04901026165674603
exp01_transition_accuracy,6,64,2,256,16,hopfield,0.6796875,0.04901026165674603
exp01_transition_accuracy,6,64,2,512,16,nearest,1.0,0.03481329055059524
exp01_transition_accuracy,6,64,2,512,16,hopfield,1.0,0.03481329055059524
exp01_transition_accuracy,6,64,4,64,16,nearest,1.0,0.10334511408730158
exp01_transition_accuracy,6,64,4,64,16,hopfield,0.37109375,0.10334511408730158
exp01_transition_accuracy,6,64,4,128,16,nearest,1.0,0.07269965277777778
exp01_transition_accuracy,6,64,4,128,16,hopfield,0.57421875,0.07269965277777778
exp01_transition_accuracy,6,64,4,256,16,nearest,1.0,0.05040147569444445
exp01_transition_accuracy,6,64,4,256,16,hopfield,0.68359375,0.05040147569444445
exp01_transition_accuracy,6,64,4,512,16,nearest,1.0,0.034425765749007936
exp01_transition_accuracy,6,64,4,512,16,hopfield,1.0,0.034425765749007936
exp01_transition_accuracy,6,64,8,64,16,nearest,1.0,0.10435267857142858
exp01_transition_accuracy,6,64,8,64,16,hopfield,0.27734375,0.10435267857142858
exp01_transition_accuracy,6,64,8,128,16,nearest,1.0,0.0728546626984127
exp01_transition_accuracy,6,64,8,128,16,hopfield,0.34375,0.0728546626984127
exp01_transition_accuracy,6,64,8,256,16,nearest,1.0,0.05102151537698413
exp01_transition_accuracy,6,64,8,256,16,hopfield,0.794921875,0.05102151537698413
exp01_transition_accuracy,6,64,8,512,16,nearest,1.0,0.035181439112103176
exp01_transition_accuracy,6,64,8,512,16,hopfield,1.0,0.035181439112103176
exp01_transition_accuracy,7,4,2,64,16,nearest,1.0,0.11458333333333333
exp01_transition_accuracy,7,4,2,64,16,hopfield,1.0,0.11458333333333333
exp01_transition_accuracy,7,4,2,128,16,nearest,1.0,0.052083333333333336
exp01_transition_accuracy,7,4,2,128,16,hopfield,1.0,0.052083333333333336
exp01_transition_accuracy,7,4,2,256,16,nearest,1.0,0.05859375
exp01_transition_accuracy,7,4,2,256,16,hopfield,1.0,0.05859375
exp01_transition_accuracy,7,4,2,512,16,nearest,1.0,0.04296875
exp01_transition_accuracy,7,4,2,512,16,hopfield,1.0,0.04296875
exp01_transition_accuracy,7,4,4,64,16,nearest,1.0,0.109375
exp01_transition_accuracy,7,4,4,64,16,hopfield,1.0,0.109375
exp01_transition_accuracy,7,4,4,128,16,nearest,1.0,0.0625
exp01_transition_accuracy,7,4,4,128,16,hopfield,1.0,0.0625
exp01_transition_accuracy,7,4,4,256,16,nearest,1.0,0.061197916666666664
exp01_transition_accuracy,7,4,4,256,16,hopfield,1.0,0.061197916666666664
exp01_transition_accuracy,7,4,4,512,16,nearest,1.0,0.040364583333333336
exp01_transition_accuracy,7,4,4,512,16,hopfield,1.0,0.040364583333333336
exp01_transition_accuracy,7,4,8,64,16,nearest,1.0,0.11979166666666667
exp01_transition_accuracy,7,4,8,64,16,hopfield,1.0,0.11979166666666667
exp01_transition_accuracy,7,4,8,128,16,nearest,1.0,0.09114583333333333
exp01_transition_accuracy,7,4,8,128,16,hopfield,1.0,0.09114583333333333
exp01_transition_accuracy,7,4,8,256,16,nearest,1.0,0.06770833333333333
exp01_transition_accuracy,7,4,8,256,16,hopfield,1.0,0.06770833333333333
exp01_transition_accuracy,7,4,8,512,16,nearest,1.0,0.033203125
exp01_transition_accuracy,7,4,8,512,16,hopfield,1.0,0.033203125
exp01_transition_accuracy,7,8,2,64,16,nearest,1.0,0.11160714285714286
exp01_transition_accuracy,7,8,2,64,16,hopfield,1.0,0.11160714285714286
exp01_transition_accuracy,7,8,2,128,16,nearest,1.0,0.06640625
exp01_transition_accuracy,7,8,2,128,16,hopfield,1.0,0.06640625
exp01_transition_accuracy,7,8,2,256,16,nearest,1.0,0.06138392857142857
exp01_transition_accuracy,7,8,2,256,16,hopfield,1.0,0.06138392857142857
exp01_transition_accuracy,7,8,2,512,16,nearest,1.0,0.0478515625
exp01_transition_accuracy,7,8,2,512,16,hopfield,1.0,0.0478515625
exp01_transition_accuracy,7,8,4,64,16,nearest,1.0,0.09709821428571429
exp01_transition_accuracy,7,8,4,64,16,hopfield,1.0,0.09709821428571429
exp01_transition_accuracy,7,8,4,128,16,nearest,1.0,0.078125
exp01_transition_accuracy,7,8,4,128,16,hopfield,1.0,0.078125
exp01_transition_accuracy,7,8,4,256,16,nearest,1.0,0.068359375
exp01_transition_accuracy,7,8,4,256,16,hopfield,1.0,0.068359375
exp01_transition_accuracy,7,8,4,512,16,nearest,1.0,0.047572544642857144
exp01_transition_accuracy,7,8,4,512,16,hopfield,1.0,0.047572544642857144
exp01_transition_accuracy,7,8,8,64,16,nearest,1.0,0.11049107142857142
exp01_transition_accuracy,7,8,8,64,16,hopfield,1.0,0.11049107142857142
exp01_transition_accuracy,7,8,8,128,16,nearest,1.0,0.078125
exp01_transition_accuracy,7,8,8,128,16,hopfield,1.0,0.078125
exp01_transition_accuracy,7,8,8,256,16,nearest,1.0,0.07393973214285714
exp01_transition_accuracy,7,8,8,256,16,hopfield,1.0,0.07393973214285714
exp01_transition_accuracy,7,8,8,512,16,nearest,1.0,0.04575892857142857
exp01_transition_accuracy,7,8,8,512,16,hopfield,1.0,0.04575892857142857
exp01_transition_accuracy,7,16,2,64,16,nearest,1.0,0.1
exp01_transition_accuracy,7,16,2,64,16,hopfield,0.6875,0.1
exp01_transition_accuracy,7,16,2,128,16,nearest,1.0,0.07643229166666667
exp01_transition_accuracy,7,16,2,128,16,hopfield,1.0,0.07643229166666667
exp01_transition_accuracy,7,16,2,256,16,nearest,1.0,0.0630859375
exp01_transition_accuracy,7,16,2,256,16,hopfield,1.0,0.0630859375
exp01_transition_accuracy,7,16,2,512,16,nearest,1.0,0.035416666666666666
exp01_transition_accuracy,7,16,2,512,16,hopfield,1.0,0.035416666666666666
exp01_transition_accuracy,7,16,4,64,16,nearest,1.0,0.10572916666666667
exp01_transition_accuracy,7,16,4,64,16,hopfield,1.0,0.10572916666666667
exp01_transition_accuracy,7,16,4,128,16,nearest,1.0,0.078515625
exp01_transition_accuracy,7,16,4,128,16,hopfield,1.0,0.078515625
exp01_transition_accuracy,7,16,4,256,16,nearest,1.0,0.0640625
exp01_transition_accuracy,7,16,4,256,16,hopfield,1.0,0.0640625
exp01_transition_accuracy,7,16,4,512,16,nearest,1.0,0.03805338541666667
exp01_transition_accuracy,7,16,4,512,16,hopfield,1.0,0.03805338541666667
exp01_transition_accuracy,7,16,8,64,16,nearest,1.0,0.10286458333333333
exp01_transition_accuracy,7,16,8,64,16,hopfield,0.7734375,0.10286458333333333
exp01_transition_accuracy,7,16,8,128,16,nearest,1.0,0.07760416666666667
exp01_transition_accuracy,7,16,8,128,16,hopfield,0.8984375,0.07760416666666667
exp01_transition_accuracy,7,16,8,256,16,nearest,1.0,0.05865885416666667
exp01_transition_accuracy,7,16,8,256,16,hopfield,1.0,0.05865885416666667
exp01_transition_accuracy,7,16,8,512,16,nearest,1.0,0.038802083333333334
exp01_transition_accuracy,7,16,8,512,16,hopfield,1.0,0.038802083333333334
exp01_transition_accuracy,7,32,2,64,16,nearest,1.0,0.10464969758064516
exp01_transition_accuracy,7,32,2,64,16,hopfield,0.328125,0.10464969758064516
exp01_transition_accuracy,7,32,2,128,16,nearest,1.0,0.07478578629032258
exp01_transition_accuracy,7,32,2,128,16,hopfield,0.59375,0.07478578629032258
exp01_transition_accuracy,7,32,2,256,16,nearest,1.0,0.05350617439516129
exp01_transition_accuracy,7,32,2,256,16,hopfield,1.0,0.05350617439516129
exp01_transition_accuracy,7,32,2,512,16,nearest,1.0,0.03755040322580645
exp01_transition_accuracy,7,32,2,512,16,hopfield,1.0,0.03755040322580645
exp01_transition_accuracy,7,32,4,64,16,nearest,1.0,0.10383064516129033
exp01_transition_accuracy,7,32,4,64,16,hopfield,0.4296875,0.10383064516129033
exp01_transition_accuracy,7,32,4,128,16,nearest,1.0,0.07368321572580645
exp01_transition_accuracy,7,32,4,128,16,hopfield,0.5,0.07368321572580645
exp01_transition_accuracy,7,32,4,256,16,nearest,1.0,0.051946824596774195
exp01_transition_accuracy,7,32,4,256,16,hopfield,1.0,0.051946824596774195
exp01_transition_accuracy,7,32,4,512,16,nearest,1.0,0.03721175655241935
exp01_transition_accuracy,7,32,4,512,16,hopfield,1.0,0.03721175655241935
exp01_transition_accuracy,7,32,8,64,16,nearest,1.0,0.10414566532258064
exp01_transition_accuracy,7,32,8,64,16,hopfield,0.4296875,0.10414566532258064
exp01_transition_accuracy,7,32,8,128,16,nearest,1.0,0.07380922379032258
exp01_transition_accuracy,7,32,8,128,16,hopfield,0.5390625,0.07380922379032258
exp01_transition_accuracy,7,32,8,256,16,nearest,1.0,0.05126953125
exp01_transition_accuracy,7,32,8,256,16,hopfield,0.96484375,0.05126953125
exp01_transition_accuracy,7,32,8,512,16,nearest,1.0,0.03616431451612903
exp01_transition_accuracy,7,32,8,512,16,hopfield,1.0,0.03616431451612903
exp01_transition_accuracy,7,64,2,64,16,nearest,1.0,0.10365513392857142
exp01_transition_accuracy,7,64,2,64,16,hopfield,0.3984375,0.10365513392857142
exp01_transition_accuracy,7,64,2,128,16,nearest,1.0,0.07093253968253968
exp01_transition_accuracy,7,64,2,128,16,hopfield,0.5390625,0.07093253968253968
exp01_transition_accuracy,7,64,2,256,16,nearest,1.0,0.04849872891865079
exp01_transition_accuracy,7,64,2,256,16,hopfield,0.8203125,0.04849872891865079
exp01_transition_accuracy,7,64,2,512,16,nearest,1.0,0.03582666790674603
exp01_transition_accuracy,7,64,2,512,16,hopfield,1.0,0.03582666790674603
exp01_transition_accuracy,7,64,4,64,16,nearest,1.0,0.10306609623015874
exp01_transition_accuracy,7,64,4,64,16,hopfield,0.25390625,0.10306609623015874
exp01_transition_accuracy,7,64,4,128,16,nearest,1.0,0.07081628224206349
exp01_transition_accuracy,7,64,4,128,16,hopfield,0.4765625,0.07081628224206349
exp01_transition_accuracy,7,64,4,256,16,nearest,1.0,0.05066499255952381
exp01_transition_accuracy,7,64,4,256,16,hopfield,0.50390625,0.05066499255952381
exp01_transition_accuracy,7,64,4,512,16,nearest,1.0,0.03569103422619048
exp01_transition_accuracy,7,64,4,512,16,hopfield,1.0,0.03569103422619048
exp01_transition_accuracy,7,64,8,64,16,nearest,1.0,0.10277157738095238
exp01_transition_accuracy,7,64,8,64,16,hopfield,0.3203125,0.10277157738095238
exp01_transition_accuracy,7,64,8,128,16,nearest,1.0,0.07097129216269842
exp01_transition_accuracy,7,64,8,128,16,hopfield,0.517578125,0.07097129216269842
exp01_transition_accuracy,7,64,8,256,16,nearest,1.0,0.05029296875
exp01_transition_accuracy,7,64,8,256,16,hopfield,0.560546875,0.05029296875
exp01_transition_accuracy,7,64,8,512,16,nearest,1.0,0.03512718563988095
exp01_transition_accuracy,7,64,8,512,16,hopfield,1.0,0.03512718563988095
exp01_transition_accuracy,8,4,2,64,16,nearest,1.0,0.06770833333333333
exp01_transition_accuracy,8,4,2,64,16,hopfield,1.0,0.06770833333333333
exp01_transition_accuracy,8,4,2,128,16,nearest,1.0,0.059895833333333336
exp01_transition_accuracy,8,4,2,128,16,hopfield,1.0,0.059895833333333336
exp01_transition_accuracy,8,4,2,256,16,nearest,1.0,0.053385416666666664
exp01_transition_accuracy,8,4,2,256,16,hopfield,1.0,0.053385416666666664
exp01_transition_accuracy,8,4,2,512,16,nearest,1.0,0.02734375
exp01_transition_accuracy,8,4,2,512,16,hopfield,1.0,0.02734375
exp01_transition_accuracy,8,4,4,64,16,nearest,1.0,0.10416666666666667
exp01_transition_accuracy,8,4,4,64,16,hopfield,1.0,0.10416666666666667
exp01_transition_accuracy,8,4,4,128,16,nearest,1.0,0.09114583333333333
exp01_transition_accuracy,8,4,4,128,16,hopfield,1.0,0.09114583333333333
exp01_transition_accuracy,8,4,4,256,16,nearest,1.0,0.048177083333333336
exp01_transition_accuracy,8,4,4,256,16,hopfield,1.0,0.048177083333333336
exp01_transition_accuracy,8,4,4,512,16,nearest,1.0,0.031901041666666664
exp01_transition_accuracy,8,4,4,512,16,hopfield,1.0,0.031901041666666664
exp01_transition_accuracy,8,4,8,64,16,nearest,1.0,0.09375
exp01_transition_accuracy,8,4,8,64,16,hopfield,1.0,0.09375
exp01_transition_accuracy,8,4,8,128,16,nearest,1.0,0.078125
exp01_transition_accuracy,8,4,8,128,16,hopfield,1.0,0.078125
exp01_transition_accuracy,8,4,8,256,16,nearest,1.0,0.049479166666666664
exp01_transition_accuracy,8,4,8,256,16,hopfield,1.0,0.049479166666666664
exp01_transition_accuracy,8,4,8,512,16,nearest,1.0,0.03125
exp01_transition_accuracy,8,4,8,512,16,hopfield,1.0,0.03125
exp01_transition_accuracy,8,8,2,64,16,nearest,1.0,0.1171875
exp01_transition_accuracy,8,8,2,64,16,hopfield,1.0,0.1171875
exp01_transition_accuracy,8,8,2,128,16,nearest,1.0,0.07310267857142858
exp01_transition_accuracy,8,8,2,128,16,hopfield,1.0,0.07310267857142858
exp01_transition_accuracy,8,8,2,256,16,nearest,1.0,0.051060267857142856
exp01_transition_accuracy,8,8,2,256,16,hopfield,1.0,0.051060267857142856
exp01_transition_accuracy,8,8,2,512,16,nearest,1.0,0.029715401785714284
exp01_transition_accuracy,8,8,2,512,16,hopfield,1.0,0.029715401785714284
exp01_transition_accuracy,8,8,4,64,16,nearest,1.0,0.08705357142857142
exp01_transition_accuracy,8,8,4,64,16,hopfield,1.0,0.08705357142857142
exp01_transition_accuracy,8,8,4,128,16,nearest,1.0,0.06696428571428571
exp01_transition_accuracy,8,8,4,128,16,hopfield,1.0,0.06696428571428571
exp01_transition_accuracy,8,8,4,256,16,nearest,1.0,0.04631696428571429
exp01_transition_accuracy,8,8,4,256,16,hopfield,1.0,0.04631696428571429
exp01_transition_accuracy,8,8,4,512,16,nearest,1.0,0.0283203125
exp01_transition_accuracy,8,8,4,512,16,hopfield,1.0,0.0283203125
exp01_transition_accuracy,8,8,8,64,16,nearest,1.0,0.07924107142857142
exp01_transition_accuracy,8,8,8,64,16,hopfield,1.0,0.07924107142857142
exp01_transition_accuracy,8,8,8,128,16,nearest,1.0,0.060267857142857144
exp01_transition_accuracy,8,8,8,128,16,hopfield,1.0,0.060267857142857144
exp01_transition_accuracy,8,8,8,256,16,nearest,1.0,0.04296875
exp01_transition_accuracy,8,8,8,256,16,hopfield,1.0,0.04296875
exp01_transition_accuracy,8,8,8,512,16,nearest,1.0,0.034877232142857144
exp01_transition_accuracy,8,8,8,512,16,hopfield,1.0,0.034877232142857144
exp01_transition_accuracy,8,16,2,64,16,nearest,1.0,0.0921875
exp01_transition_accuracy,8,16,2,64,16,hopfield,0.9375,0.0921875
exp01_transition_accuracy,8,16,2,128,16,nearest,1.0,0.06979166666666667
exp01_transition_accuracy,8,16,2,128,16,hopfield,1.0,0.06979166666666667
exp01_transition_accuracy,8,16,2,256,16,nearest,1.0,0.04576822916666667
exp01_transition_accuracy,8,16,2,256,16,hopfield,1.0,0.04576822916666667
exp01_transition_accuracy,8,16,2,512,16,nearest,1.0,0.03675130208333333
exp01_transition_accuracy,8,16,2,512,16,hopfield,1.0,0.03675130208333333
exp01_transition_accuracy,8,16,4,64,16,nearest,1.0,0.09739583333333333
exp01_transition_accuracy,8,16,4,64,16,hopfield,0.515625,0.09739583333333333
exp01_transition_accuracy,8,16,4,128,16,nearest,1.0,0.058333333333333334
exp01_transition_accuracy,8,16,4,128,16,hopfield,1.0,0.058333333333333334
exp01_transition_accuracy,8,16,4,256,16,nearest,1.0,0.047135416666666666
exp01_transition_accuracy,8,16,4,256,16,hopfield,1.0,0.047135416666666666
exp01_transition_accuracy,8,16,4,512,16,nearest,1.0,0.03821614583333333
exp01_transition_accuracy,8,16,4,512,16,hopfield,1.0,0.03821614583333333
exp01_transition_accuracy,8,16,8,64,16,nearest,1.0,0.0984375
exp01_transition_accuracy,8,16,8,64,16,hopfield,0.515625,0.0984375
exp01_transition_accuracy,8,16,8,128,16,nearest,1.0,0.06731770833333334
exp01_transition_accuracy,8,16,8,128,16,hopfield,1.0,0.06731770833333334
exp01_transition_accuracy,8,16,8,256,16,nearest,1.0,0.053125
exp01_transition_accuracy,8,16,8,256,16,hopfield,1.0,0.053125
exp01_transition_accuracy,8,16,8,512,16,nearest,1.0,0.04059244791666667
exp01_transition_accuracy,8,16,8,512,16,hopfield,1.0,0.04059244791666667
exp01_transition_accuracy,8,32,2,64,16,nearest,1.0,0.0985383064516129
exp01_transition_accuracy,8,32,2,64,16,hopfield,0.671875,0.0985383064516129
exp01_transition_accuracy,8,32,2,128,16,nearest,1.0,0.06672127016129033
exp01_transition_accuracy,8,32,2,128,16,hopfield,0.796875,0.06672127016129033
exp01_transition_accuracy,8,32,2,256,16,nearest,1.0,0.04914314516129032
exp01_transition_accuracy,8,32,2,256,16,hopfield,1.0,0.04914314516129032
exp01_transition_accuracy,8,32,2,512,16,nearest,1.0,0.036109185987903226
exp01_transition_accuracy,8,32,2,512,16,hopfield,1.0,0.036109185987903226
exp01_transition_accuracy,8,32,4,64,16,nearest,1.0,0.09910534274193548
exp01_transition_accuracy,8,32,4,64,16,hopfield,0.578125,0.09910534274193548
exp01_transition_accuracy,8,32,4,128,16,nearest,1.0,0.0692414314516129
exp01_transition_accuracy,8,32,4,128,16,hopfield,0.90625,0.0692414314516129
exp01_transition_accuracy,8,32,4,256,16,nearest,1.0,0.053726688508064516
exp01_transition_accuracy,8,32,4,256,16,hopfield,1.0,0.053726688508064516
exp01_transition_accuracy,8,32,4,512,16,nearest,1.0,0.03617219002016129
exp01_transition_accuracy,8,32,4,512,16,hopfield,1.0,0.03617219002016129
exp01_transition_accuracy,8,32,8,64,16,nearest,1.0,0.09973538306451613
exp01_transition_accuracy,8,32,8,64,16,hopfield,0.41015625,0.09973538306451613
exp01_transition_accuracy,8,32,8,128,16,nearest,1.0,0.07018649193548387
exp01_transition_accuracy,8,32,8,128,16,hopfield,0.828125,0.07018649193548387
exp01_transition_accuracy,8,32,8,256,16,nearest,1.0,0.049962197580645164
exp01_transition_accuracy,8,32,8,256,16,hopfield,1.0,0.049962197580645164
exp01_transition_accuracy,8,32,8,512,16,nearest,1.0,0.03629819808467742
exp01_transition_accuracy,8,32,8,512,16,hopfield,1.0,0.03629819808467742
