experiment,seed,num_states,num_inputs,state_dim,input_dim,register_type,transition_accuracy,mean_abs_overlap
exp01_transition_accuracy,2,64,4,64,16,nearest,1.0,0.1011594742063492
exp01_transition_accuracy,2,64,4,64,16,hopfield,0.40234375,0.1011594742063492
exp01_transition_accuracy,2,64,4,128,16,nearest,1.0,0.07112630208333333
exp01_transition_accuracy,2,64,4,128,16,hopfield,0.42578125,0.07112630208333333
exp01_transition_accuracy,2,64,4,256,16,nearest,1.0,0.050614614335317464
exp01_transition_accuracy,2,64,4,256,16,hopfield,0.80078125,0.050614614335317464
exp01_transition_accuracy,2,64,4,512,16,nearest,1.0,0.03481716579861111
exp01_transition_accuracy,2,64,4,512,16,hopfield,1.0,0.03481716579861111
exp01_transition_accuracy,2,64,8,64,16,nearest,1.0,0.10181051587301587
exp01_transition_accuracy,2,64,8,64,16,hopfield,0.337890625,0.10181051587301587
exp01_transition_accuracy,2,64,8,128,16,nearest,1.0,0.07118055555555555
exp01_transition_accuracy,2,64,8,128,16,hopfield,0.44140625,0.07118055555555555
exp01_transition_accuracy,2,64,8,256,16,nearest,1.0,0.050238715277777776
exp01_transition_accuracy,2,64,8,256,16,hopfield,0.796875,0.050238715277777776
exp01_transition_accuracy,2,64,8,512,16,nearest,1.0,0.03513687375992063
exp01_transition_accuracy,2,64,8,512,16,hopfield,1.0,0.03513687375992063
exp01_transition_accuracy,3,4,2,64,16,nearest,1.0,0.109375
exp01_transition_accuracy,3,4,2,64,16,hopfield,1.0,0.109375
exp01_transition_accuracy,3,4,2,128,16,nearest,1.0,0.049479166666666664
exp01_transition_accuracy,3,4,2,128,16,hopfield,1.0,0.049479166666666664
exp01_transition_accuracy,3,4,2,256,16,nearest,1.0,0.0234375
exp01_transition_accuracy,3,4,2,256,16,hopfield,1.0,0.0234375
exp01_transition_accuracy,3,4,2,512,16,nearest,1.0,0.013020833333333334
exp01_transition_accuracy,3,4,2,512,16,hopfield,1.0,0.013020833333333334
exp01_transition_accuracy,3,4,4,64,16,nearest,1.0,0.10416666666666667
exp01_transition_accuracy,3,4,4,64,16,hopfield,1.0,0.10416666666666667
exp01_transition_accuracy,3,4,4,128,16,nearest,1.0,0.052083333333333336
exp01_transition_accuracy,3,4,4,128,16,hopfield,1.0,0.052083333333333336
exp01_transition_accuracy,3,4,4,256,16,nearest,1.0,0.0390625
exp01_transition_accuracy,3,4,4,256,16,hopfield,1.0,0.0390625
exp01_transition_accuracy,3,4,4,512,16,nearest,1.0,0.015625
exp01_transition_accuracy,3,4,4,512,16,hopfield,1.0,0.015625
exp01_transition_accuracy,3,4,8,64,16,nearest,1.0,0.109375
exp01_transition_accuracy,3,4,8,64,16,hopfield,1.0,0.109375
exp01_transition_accuracy,3,4,8,128,16,nearest,1.0,0.08854166666666667
exp01_transition_accuracy,3,4,8,128,16,hopfield,1.0,0.08854166666666667
exp01_transition_accuracy,3,4,8,256,16,nearest,1.0,0.026041666666666668
exp01_transition_accuracy,3,4,8,256,16,hopfield,1.0,0.026041666666666668
exp01_transition_accuracy,3,4,8,512,16,nearest,1.0,0.024088541666666668
exp01_transition_accuracy,3,4,8,512,16,hopfield,1.0,0.024088541666666668
exp01_transition_accuracy,3,8,2,64,16,nearest,1.0,0.10491071428571429
exp01_transition_accuracy,3,8,2,64,16,hopfield,1.0,0.10491071428571429
exp01_transition_accuracy,3,8,2,128,16,nearest,1.0,0.06696428571428571
exp01_transition_accuracy,3,8,2,128,16,hopfield,1.0,0.06696428571428571
exp01_transition_accuracy,3,8,2,256,16,nearest,1.0,0.03962053571428571
exp01_transition_accuracy,3,8,2,256,16,hopfield,1.0,0.03962053571428571
exp01_transition_accuracy,3,8,2,512,16,nearest,1.0,0.033900669642857144
exp01_transition_accuracy,3,8,2,512,16,hopfield,1.0,0.033900669642857144
exp01_transition_accuracy,3,8,4,64,16,nearest,1.0,0.10044642857142858
exp01_transition_accuracy,3,8,4,64,16,hopfield,1.0,0.10044642857142858
exp01_transition_accuracy,3,8,4,128,16,nearest,1.0,0.06584821428571429
exp01_transition_accuracy,3,8,4,128,16,hopfield,1.0,0.06584821428571429
exp01_transition_accuracy,3,8,4,256,16,nearest,1.0,0.039341517857142856
exp01_transition_accuracy,3,8,4,256,16,hopfield,1.0,0.039341517857142856
exp01_transition_accuracy,3,8,4,512,16,nearest,1.0,0.03599330357142857
exp01_transition_accuracy,3,8,4,512,16,hopfield,1.0,0.03599330357142857
exp01_transition_accuracy,3,8,8,64,16,nearest,1.0,0.09598214285714286
exp01_transition_accuracy,3,8,8,64,16,hopfield,1.0,0.09598214285714286
exp01_transition_accuracy,3,8,8,128,16,nearest,1.0,0.07087053571428571
exp01_transition_accuracy,3,8,8,128,16,hopfield,1.0,0.07087053571428571
exp01_transition_accuracy,3,8,8,256,16,nearest,1.0,0.046595982142857144
exp01_transition_accuracy,3,8,8,256,16,hopfield,1.0,0.046595982142857144
exp01_transition_accuracy,3,8,8,512,16,nearest,1.0,0.03655133928571429
exp01_transition_accuracy,3,8,8,512,16,hopfield,1.0,0.03655133928571429
exp01_transition_accuracy,3,16,2,64,16,nearest,1.0,0.09114583333333333
exp01_transition_accuracy,3,16,2,64,16,hopfield,0.875,0.09114583333333333
exp01_transition_accuracy,3,16,2,128,16,nearest,1.0,0.07044270833333334
exp01_transition_accuracy,3,16,2,128,16,hopfield,1.0,0.07044270833333334
exp01_transition_accuracy,3,16,2,256,16,nearest,1.0,0.04674479166666667
exp01_transition_accuracy,3,16,2,256,16,hopfield,1.0,0.04674479166666667
exp01_transition_accuracy,3,16,2,512,16,nearest,1.0,0.03310546875
exp01_transition_accuracy,3,16,2,512,16,hopfield,1.0,0.03310546875
exp01_transition_accuracy,3,16,4,64,16,nearest,1.0,0.09869791666666666
exp01_transition_accuracy,3,16,4,64,16,hopfield,0.8125,0.09869791666666666
exp01_transition_accuracy,3,16,4,128,16,nearest,1.0,0.07330729166666666
exp01_transition_accuracy,3,16,4,128,16,hopfield,1.0,0.07330729166666666
exp01_transition_accuracy,3,16,4,256,16,nearest,1.0,0.05130208333333333
exp01_transition_accuracy,3,16,4,256,16,hopfield,1.0,0.05130208333333333
exp01_transition_accuracy,3,16,4,512,16,nearest,1.0,0.03421223958333333
exp01_transition_accuracy,3,16,4,512,16,hopfield,1.0,0.03421223958333333
exp01_transition_accuracy,3,16,8,64,16,nearest,1.0,0.09661458333333334
exp01_transition_accuracy,3,16,8,64,16,hopfield,1.0,0.09661458333333334
exp01_transition_accuracy,3,16,8,128,16,nearest,1.0,0.07213541666666666
exp01_transition_accuracy,3,16,8,128,16,hopfield,1.0,0.07213541666666666
exp01_transition_accuracy,3,16,8,256,16,nearest,1.0,0.051041666666666666
exp01_transition_accuracy,3,16,8,256,16,hopfield,1.0,0.051041666666666666
exp01_transition_accuracy,3,16,8,512,16,nearest,1.0,0.032942708333333334
exp01_transition_accuracy,3,16,8,512,16,hopfield,1.0,0.032942708333333334
exp01_transition_accuracy,3,32,2,64,16,nearest,1.0,0.10515372983870967
exp01_transition_accuracy,3,32,2,64,16,hopfield,0.3125,0.10515372983870967
exp01_transition_accuracy,3,32,2,128,16,nearest,1.0,0.07132056451612903
exp01_transition_accuracy,3,32,2,128,16,hopfield,0.765625,0.07132056451612903
exp01_transition_accuracy,3,32,2,256,16,nearest,1.0,0.04937941028225806
exp01_transition_accuracy,3,32,2,256,16,hopfield,1.0,0.04937941028225806
exp01_transition_accuracy,3,32,2,512,16,nearest,1.0,0.03351814516129032
exp01_transition_accuracy,3,32,2,512,16,hopfield,1.0,0.03351814516129032
exp01_transition_accuracy,3,32,4,64,16,nearest,1.0,0.10584677419354839
exp01_transition_accuracy,3,32,4,64,16,hopfield,0.4921875,0.10584677419354839
exp01_transition_accuracy,3,32,4,128,16,nearest,1.0,0.07232862903225806
exp01_transition_accuracy,3,32,4,128,16,hopfield,0.6640625,0.07232862903225806
exp01_transition_accuracy,3,32,4,256,16,nearest,1.0,0.04885962701612903
exp01_transition_accuracy,3,32,4,256,16,hopfield,1.0,0.04885962701612903
exp01_transition_accuracy,3,32,4,512,16,nearest,1.0,0.034478956653225805
exp01_transition_accuracy,3,32,4,512,16,hopfield,1.0,0.034478956653225805
exp01_transition_accuracy,3,32,8,64,16,nearest,1.0,0.10565776209677419
exp01_transition_accuracy,3,32,8,64,16,hopfield,0.609375,0.10565776209677419
exp01_transition_accuracy,3,32,8,128,16,nearest,1.0,0.07154107862903226
exp01_transition_accuracy,3,32,8,128,16,hopfield,0.73046875,0.07154107862903226
exp01_transition_accuracy,3,32,8,256,16,nearest,1.0,0.04810357862903226
exp01_transition_accuracy,3,32,8,256,16,hopfield,1.0,0.04810357862903226
exp01_transition_accuracy,3,32,8,512,16,nearest,1.0,0.034400201612903226
exp01_transition_accuracy,3,32,8,512,16,hopfield,1.0,0.034400201612903226
exp01_transition_accuracy,3,64,2,64,16,nearest,1.0,0.10171750992063493
exp01_transition_accuracy,3,64,2,64,16,hopfield,0.34375,0.10171750992063493
exp01_transition_accuracy,3,64,2,128,16,nearest,1.0,0.07093253968253968
exp01_transition_accuracy,3,64,2,128,16,hopfield,0.4140625,0.07093253968253968
exp01_transition_accuracy,3,64,2,256,16,nearest,1.0,0.04940941220238095
exp01_transition_accuracy,3,64,2,256,16,hopfield,0.6328125,0.04940941220238095
exp01_transition_accuracy,3,64,2,512,16,nearest,1.0,0.034731910342261904
exp01_transition_accuracy,3,64,2,512,16,hopfield,1.0,0.034731910342261904
exp01_transition_accuracy,3,64,4,64,16,nearest,1.0,0.10154699900793651
exp01_transition_accuracy,3,64,4,64,16,hopfield,0.3828125,0.10154699900793651
exp01_transition_accuracy,3,64,4,128,16,nearest,1.0,0.07077752976190477
exp01_transition_accuracy,3,64,4,128,16,hopfield,0.296875,0.07077752976190477
exp01_transition_accuracy,3,64,4,256,16,nearest,1.0,0.04940941220238095
exp01_transition_accuracy,3,64,4,256,16,hopfield,0.796875,0.04940941220238095
exp01_transition_accuracy,3,64,4,512,16,nearest,1.0,0.03500705295138889
exp01_transition_accuracy,3,64,4,512,16,hopfield,1.0,0.03500705295138889
exp01_transition_accuracy,3,64,8,64,16,nearest,1.0,0.10119047619047619
exp01_transition_accuracy,3,64,8,64,16,hopfield,0.44921875,0.10119047619047619
exp01_transition_accuracy,3,64,8,128,16,nearest,1.0,0.07087828621031746
exp01_transition_accuracy,3,64,8,128,16,hopfield,0.353515625,0.07087828621031746
exp01_transition_accuracy,3,64,8,256,16,nearest,1.0,0.049328031994047616
exp01_transition_accuracy,3,64,8,256,16,hopfield,0.7578125,0.049328031994047616
exp01_transition_accuracy,3,64,8,512,16,nearest,1.0,0.034478081597222224
exp01_transition_accuracy,3,64,8,512,16,hopfield,1.0,0.034478081597222224
exp01_transition_accuracy,4,4,2,64,16,nearest,1.0,0.0625
exp01_transition_accuracy,4,4,2,64,16,hopfield,1.0,0.0625
exp01_transition_accuracy,4,4,2,128,16,nearest,1.0,0.041666666666666664
exp01_transition_accuracy,4,4,2,128,16,hopfield,1.0,0.041666666666666664
exp01_transition_accuracy,4,4,2,256,16,nearest,1.0,0.0546875
exp01_transition_accuracy,4,4,2,256,16,hopfield,1.0,0.0546875
exp01_transition_accuracy,4,4,2,512,16,nearest,1.0,0.037109375
exp01_transition_accuracy,4,4,2,512,16,hopfield,1.0,0.037109375
exp01_transition_accuracy,4,4,4,64,16,nearest,1.0,0.09375
exp01_transition_accuracy,4,4,4,64,16,hopfield,1.0,0.09375
exp01_transition_accuracy,4,4,4,128,16,nearest,1.0,0.036458333333333336
exp01_transition_accuracy,4,4,4,128,16,hopfield,1.0,0.036458333333333336
exp01_transition_accuracy,4,4,4,256,16,nearest,1.0,0.049479166666666664
exp01_transition_accuracy,4,4,4,256,16,hopfield,1.0,0.049479166666666664
exp01_transition_accuracy,4,4,4,512,16,nearest,1.0,0.041666666666666664
exp01_transition_accuracy,4,4,4,512,16,hopfield,1.0,0.041666666666666664
exp01_transition_accuracy,4,4,8,64,16,nearest,1.0,0.10416666666666667
exp01_transition_accuracy,4,4,8,64,16,hopfield,1.0,0.10416666666666667
exp01_transition_accuracy,4,4,8,128,16,nearest,1.0,0.046875
exp01_transition_accuracy,4,4,8,128,16,hopfield,1.0,0.046875
exp01_transition_accuracy,4,4,8,256,16,nearest,1.0,0.05078125
exp01_transition_accuracy,4,4,8,256,16,hopfield,1.0,0.05078125
exp01_transition_accuracy,4,4,8,512,16,nearest,1.0,0.039713541666666664
exp01_transition_accuracy,4,4,8,512,16,hopfield,1.0,0.039713541666666664
exp01_transition_accuracy,4,8,2,64,16,nearest,1.0,0.08928571428571429
exp01_transition_accuracy,4,8,2,64,16,hopfield,1.0,0.08928571428571429
exp01_transition_accuracy,4,8,2,128,16,nearest,1.0,0.07700892857142858
exp01_transition_accuracy,4,8,2,128,16,hopfield,1.0,0.07700892857142858
exp01_transition_accuracy,4,8,2,256,16,nearest,1.0,0.040736607142857144
exp01_transition_accuracy,4,8,2,256,16,hopfield,1.0,0.040736607142857144
exp01_transition_accuracy,4,8,2,512,16,nearest,1.0,0.03989955357142857
exp01_transition_accuracy,4,8,2,512,16,hopfield,1.0,0.03989955357142857
exp01_transition_accuracy,4,8,4,64,16,nearest,1.0,0.08705357142857142
exp01_transition_accuracy,4,8,4,64,16,hopfield,1.0,0.08705357142857142
exp01_transition_accuracy,4,8,4,128,16,nearest,1.0,0.07310267857142858
exp01_transition_accuracy,4,8,4,128,16,hopfield,1.0,0.07310267857142858
exp01_transition_accuracy,4,8,4,256,16,nearest,1.0,0.03599330357142857
exp01_transition_accuracy,4,8,4,256,16,hopfield,1.0,0.03599330357142857
exp01_transition_accuracy,4,8,4,512,16,nearest,1.0,0.037388392857142856
exp01_transition_accuracy,4,8,4,512,16,hopfield,1.0,0.037388392857142856
exp01_transition_accuracy,4,8,8,64,16,nearest,1.0,0.09040178571428571
exp01_transition_accuracy,4,8,8,64,16,hopfield,1.0,0.09040178571428571
exp01_transition_accuracy,4,8,8,128,16,nearest,1.0,0.07477678571428571
exp01_transition_accuracy,4,8,8,128,16,hopfield,1.0,0.07477678571428571
exp01_transition_accuracy,4,8,8,256,16,nearest,1.0,0.03655133928571429
exp01_transition_accuracy,4,8,8,256,16,hopfield,1.0,0.03655133928571429
exp01_transition_accuracy,4,8,8,512,16,nearest,1.0,0.03362165178571429
exp01_transition_accuracy,4,8,8,512,16,hopfield,1.0,0.03362165178571429
exp01_transition_accuracy,4,16,2,64,16,nearest,1.0,0.08880208333333334
exp01_transition_accuracy,4,16,2,64,16,hopfield,0.875,0.08880208333333334
exp01_transition_accuracy,4,16,2,128,16,nearest,1.0,0.07565104166666667
exp01_transition_accuracy,4,16,2,128,16,hopfield,1.0,0.07565104166666667
exp01_transition_accuracy,4,16,2,256,16,nearest,1.0,0.045703125
exp01_transition_accuracy,4,16,2,256,16,hopfield,1.0,0.045703125
exp01_transition_accuracy,4,16,2,512,16,nearest,1.0,0.03369140625
exp01_transition_accuracy,4,16,2,512,16,hopfield,1.0,0.03369140625
exp01_transition_accuracy,4,16,4,64,16,nearest,1.0,0.09791666666666667
exp01_transition_accuracy,4,16,4,64,16,hopfield,0.734375,0.09791666666666667
exp01_transition_accuracy,4,16,4,128,16,nearest,1.0,0.07096354166666667
exp01_transition_accuracy,4,16,4,128,16,hopfield,1.0,0.07096354166666667
exp01_transition_accuracy,4,16,4,256,16,nearest,1.0,0.04641927083333333
exp01_transition_accuracy,4,16,4,256,16,hopfield,1.0,0.04641927083333333
exp01_transition_accuracy,4,16,4,512,16,nearest,1.0,0.03076171875
exp01_transition_accuracy,4,16,4,512,16,hopfield,1.0,0.03076171875
exp01_transition_accuracy,4,16,8,64,16,nearest,1.0,0.10677083333333333
exp01_transition_accuracy,4,16,8,64,16,hopfield,0.6875,0.10677083333333333
exp01_transition_accuracy,4,16,8,128,16,nearest,1.0,0.07526041666666666
exp01_transition_accuracy,4,16,8,128,16,hopfield,1.0,0.07526041666666666
exp01_transition_accuracy,4,16,8,256,16,nearest,1.0,0.047135416666666666
exp01_transition_accuracy,4,16,8,256,16,hopfield,1.0,0.047135416666666666
exp01_transition_accuracy,4,16,8,512,16,nearest,1.0,0.03154296875
exp01_transition_accuracy,4,16,8,512,16,hopfield,1.0,0.03154296875
exp01_transition_accuracy,4,32,2,64,16,nearest,1.0,0.09885332661290322
exp01_transition_accuracy,4,32,2,64,16,hopfield,0.65625,0.09885332661290322
exp01_transition_accuracy,4,32,2,128,16,nearest,1.0,0.07305317540322581
exp01_transition_accuracy,4,32,2,128,16,hopfield,0.75,0.07305317540322581
exp01_transition_accuracy,4,32,2,256,16,nearest,1.0,0.04701675907258065
exp01_transition_accuracy,4,32,2,256,16,hopfield,1.0,0.04701675907258065
exp01_transition_accuracy,4,32,2,512,16,nearest,1.0,0.033951297883064516
exp01_transition_accuracy,4,32,2,512,16,hopfield,1.0,0.033951297883064516
exp01_transition_accuracy,4,32,4,64,16,nearest,1.0,0.09967237903225806
exp01_transition_accuracy,4,32,4,64,16,hopfield,0.40625,0.09967237903225806
exp01_transition_accuracy,4,32,4,128,16,nearest,1.0,0.07339969758064516
exp01_transition_accuracy,4,32,4,128,16,hopfield,0.734375,0.07339969758064516
exp01_transition_accuracy,4,32,4,256,16,nearest,1.0,0.047174269153225805
exp01_transition_accuracy,4,32,4,256,16,hopfield,1.0,0.047174269153225805
exp01_transition_accuracy,4,32,4,512,16,nearest,1.0,0.03523500504032258
exp01_transition_accuracy,4,32,4,512,16,hopfield,1.0,0.03523500504032258
exp01_transition_accuracy,4,32,8,64,16,nearest,1.0,0.09702620967741936
exp01_transition_accuracy,4,32,8,64,16,hopfield,0.68359375,0.09702620967741936
exp01_transition_accuracy,4,32,8,128,16,nearest,1.0,0.0733366935483871
exp01_transition_accuracy,4,32,8,128,16,hopfield,0.58984375,0.0733366935483871
exp01_transition_accuracy,4,32,8,256,16,nearest,1.0,0.04704826108870968
exp01_transition_accuracy,4,32,8,256,16,hopfield,1.0,0.04704826108870968
exp01_transition_accuracy,4,32,8,512,16,nearest,1.0,0.03563665574596774
exp01_transition_accuracy,4,32,8,512,16,hopfield,1.0,0.03563665574596774
exp01_transition_accuracy,4,64,2,64,16,nearest,1.0,0.09871031746031746
exp01_transition_accuracy,4,64,2,64,16,hopfield,0.234375,0.09871031746031746
exp01_transition_accuracy,4,64,2,128,16,nearest,1.0,0.07109530009920635
exp01_transition_accuracy,4,64,2,128,16,hopfield,0.625,0.07109530009920635
exp01_transition_accuracy,4,64,2,256,16,nearest,1.0,0.04933965773809524
exp01_transition_accuracy,4,64,2,256,16,hopfield,0.6875,0.04933965773809524
exp01_transition_accuracy,4,64,2,512,16,nearest,1.0,0.03522600446428571
exp01_transition_accuracy,4,64,2,512,16,hopfield,1.0,0.03522600446428571
exp01_transition_accuracy,4,64,4,64,16,nearest,1.0,0.09793526785714286
exp01_transition_accuracy,4,64,4,64,16,hopfield,0.16796875,0.09793526785714286
exp01_transition_accuracy,4,64,4,128,16,nearest,1.0,0.07095579117063493
exp01_transition_accuracy,4,64,4,128,16,hopfield,0.5390625,0.07095579117063493
exp01_transition_accuracy,4,64,4,256,16,nearest,1.0,0.048925006200396824
exp01_transition_accuracy,4,64,4,256,16,hopfield,0.76171875,0.048925006200396824
exp01_transition_accuracy,4,64,4,512,16,nearest,1.0,0.035003177703373016
exp01_transition_accuracy,4,64,4,512,16,hopfield,1.0,0.035003177703373016
exp01_transition_accuracy,4,64,8,64,16,nearest,1.0,0.09799727182539683
exp01_transition_accuracy,4,64,8,64,16,hopfield,0.28125,0.09799727182539683
exp01_transition_accuracy,4,64,8,128,16,nearest,1.0,0.07078528025793651
exp01_transition_accuracy,4,64,8,128,16,hopfield,0.533203125,0.07078528025793651
exp01_transition_accuracy,4,64,8,256,16,nearest,1.0,0.048905629960317464
exp01_transition_accuracy,4,64,8,256,16,hopfield,0.861328125,0.048905629960317464
exp01_transition_accuracy,4,64,8,512,16,nearest,1.0,0.036012679811507936
exp01_transition_accuracy,4,64,8,512,16,hopfield,1.0,0.036012679811507936
exp01_transition_accuracy,5,4,2,64,16,nearest,1.0,0.13541666666666666
exp01_transition_accuracy,5,4,2,64,16,hopfield,1.0,0.13541666666666666
exp01_transition_accuracy,5,4,2,128,16,nearest,1.0,0.13020833333333334
exp01_transition_accuracy,5,4,2,128,16,hopfield,1.0,0.13020833333333334
exp01_transition_accuracy,5,4,2,256,16,nearest,1.0,0.02734375
exp01_transition_accuracy,5,4,2,256,16,hopfield,1.0,0.02734375
exp01_transition_accuracy,5,4,2,512,16,nearest,1.0,0.01953125
exp01_transition_accuracy,5,4,2,512,16,hopfield,1.0,0.01953125
exp01_transition_accuracy,5,4,4,64,16,nearest,1.0,0.11458333333333333
exp01_transition_accuracy,5,4,4,64,16,hopfield,1.0,0.11458333333333333
exp01_transition_accuracy,5,4,4,128,16,nearest,1.0,0.11458333333333333
exp01_transition_accuracy,5,4,4,128,16,hopfield,1.0,0.11458333333333333
exp01_transition_accuracy,5,4,4,256,16,nearest,1.0,0.022135416666666668
exp01_transition_accuracy,5,4,4,256,16,hopfield,1.0,0.022135416666666668
exp01_transition_accuracy,5,4,4,512,16,nearest,1.0,0.022135416666666668
exp01_transition_accuracy,5,4,4,512,16,hopfield,1.0,0.022135416666666668
exp01_transition_accuracy,5,4,8,64,16,nearest,1.0,0.13541666666666666
exp01_transition_accuracy,5,4,8,64,16,hopfield,1.0,0.13541666666666666
exp01_transition_accuracy,5,4,8,128,16,nearest,1.0,0.09635416666666667
exp01_transition_accuracy,5,4,8,128,16,hopfield,1.0,0.09635416666666667
exp01_transition_accuracy,5,4,8,256,16,nearest,1.0,0.0390625
exp01_transition_accuracy,5,4,8,256,16,hopfield,1.0,0.0390625
exp01_transition_accuracy,5,4,8,512,16,nearest,1.0,0.026692708333333332
exp01_transition_accuracy,5,4,8,512,16,hopfield,1.0,0.026692708333333332
exp01_transition_accuracy,5,8,2,64,16,nearest,1.0,0.09821428571428571
exp01_transition_accuracy,5,8,2,64,16,hopfield,1.0,0.09821428571428571
exp01_transition_accuracy,5,8,2,128,16,nearest,1.0,0.06975446428571429
exp01_transition_accuracy,5,8,2,128,16,hopfield,1.0,0.06975446428571429
exp01_transition_accuracy,5,8,2,256,16,nearest,1.0,0.04017857142857143
exp01_transition_accuracy,5,8,2,256,16,hopfield,1.0,0.04017857142857143
exp01_transition_accuracy,5,8,2,512,16,nearest,1.0,0.031529017857142856
exp01_transition_accuracy,5,8,2,512,16,hopfield,1.0,0.031529017857142856
exp01_transition_accuracy,5,8,4,64,16,nearest,1.0,0.11941964285714286
exp01_transition_accuracy,5,8,4,64,16,hopfield,1.0,0.11941964285714286
exp01_transition_accuracy,5,8,4,128,16,nearest,1.0,0.07924107142857142
exp01_transition_accuracy,5,8,4,128,16,hopfield,1.0,0.07924107142857142
exp01_transition_accuracy,5,8,4,256,16,nearest,1.0,0.043247767857142856
exp01_transition_accuracy,5,8,4,256,16,hopfield,1.0,0.043247767857142856
exp01_transition_accuracy,5,8,4,512,16,nearest,1.0,0.033482142857142856
exp01_transition_accuracy,5,8,4,512,16,hopfield,1.0,0.033482142857142856
exp01_transition_accuracy,5,8,8,64,16,nearest,1.0,0.11941964285714286
exp01_transition_accuracy,5,8,8,64,16,hopfield,1.0,0.11941964285714286
exp01_transition_accuracy,5,8,8,128,16,nearest,1.0,0.06138392857142857
exp01_transition_accuracy,5,8,8,128,16,hopfield,1.0,0.06138392857142857
exp01_transition_accuracy,5,8,8,256,16,nearest,1.0,0.04213169642857143
exp01_transition_accuracy,5,8,8,256,16,hopfield,1.0,0.04213169642857143
exp01_transition_accuracy,5,8,8,512,16,nearest,1.0,0.03404017857142857
exp01_transition_accuracy,5,8,8,512,16,hopfield,1.0,0.03404017857142857
exp01_transition_accuracy,5,16,2,64,16,nearest,1.0,0.11041666666666666
exp01_transition_accuracy,5,16,2,64,16,hopfield,0.78125,0.11041666666666666
exp01_transition_accuracy,5,16,2,128,16,nearest,1.0,0.069140625
exp01_transition_accuracy,5,16,2,128,16,hopfield,1.0,0.069140625
exp01_transition_accuracy,5,16,2,256,16,nearest,1.0,0.053125
exp01_transition_accuracy,5,16,2,256,16,hopfield,1.0,0.053125
exp01_transition_accuracy,5,16,2,512,16,nearest,1.0,0.035416666666666666
exp01_transition_accuracy,5,16,2,512,16,hopfield,1.0,0.035416666666666666
exp01_transition_accuracy,5,16,4,64,16,nearest,1.0,0.09791666666666667
exp01_transition_accuracy,5,16,4,64,16,hopfield,0.671875,0.09791666666666667
exp01_transition_accuracy,5,16,4,128,16,nearest,1.0,0.07252604166666667
exp01_transition_accuracy,5,16,4,128,16,hopfield,1.0,0.07252604166666667
exp01_transition_accuracy,5,16,4,256,16,nearest,1.0,0.05286458333333333
exp01_transition_accuracy,5,16,4,256,16,hopfield,1.0,0.05286458333333333
exp01_transition_accuracy,5,16,4,512,16,nearest,1.0,0.03375651041666667
exp01_transition_accuracy,5,16,4,512,16,hopfield,1.0,0.03375651041666667
exp01_transition_accuracy,5,16,8,64,16,nearest,1.0,0.08932291666666667
exp01_transition_accuracy,5,16,8,64,16,hopfield,1.0,0.08932291666666667
exp01_transition_accuracy,5,16,8,128,16,nearest,1.0,0.06861979166666667
exp01_transition_accuracy,5,16,8,128,16,hopfield,1.0,0.06861979166666667
exp01_transition_accuracy,5,16,8,256,16,nearest,1.0,0.04765625
exp01_transition_accuracy,5,16,8,256,16,hopfield,1.0,0.04765625
exp01_transition_accuracy,5,16,8,512,16,nearest,1.0,0.03216145833333333
exp01_transition_accuracy,5,16,8,512,16,hopfield,1.0,0.03216145833333333
exp01_transition_accuracy,5,32,2,64,16,nearest,1.0,0.0983492943548387
exp01_transition_accuracy,5,32,2,64,16,hopfield,0.734375,0.0983492943548387
exp01_transition_accuracy,5,32,2,128,16,nearest,1.0,0.0713835685483871
exp01_transition_accuracy,5,32,2,128,16,hopfield,0.8125,0.0713835685483871
exp01_transition_accuracy,5,32,2,256,16,nearest,1.0,0.050072454637096774
exp01_transition_accuracy,5,32,2,256,16,hopfield,1.0,0.050072454637096774
exp01_transition_accuracy,5,32,2,512,16,nearest,1.0,0.03369140625
exp01_transition_accuracy,5,32,2,512,16,hopfield,1.0,0.03369140625
exp01_transition_accuracy,5,32,4,64,16,nearest,1.0,0.09847530241935484
exp01_transition_accuracy,5,32,4,64,16,hopfield,0.8203125,0.09847530241935484
exp01_transition_accuracy,5,32,4,128,16,nearest,1.0,0.07037550403225806
exp01_transition_accuracy,5,32,4,128,16,hopfield,0.7890625,0.07037550403225806
exp01_transition_accuracy,5,32,4,256,16,nearest,1.0,0.04826108870967742
exp01_transition_accuracy,5,32,4,256,16,hopfield,1.0,0.04826108870967742
exp01_transition_accuracy,5,32,4,512,16,nearest,1.0,0.033203125
exp01_transition_accuracy,5,32,4,512,16,hopfield,1.0,0.033203125
exp01_transition_accuracy,5,32,8,64,16,nearest,1.0,0.09816028225806452
exp01_transition_accuracy,5,32,8,64,16,hopfield,0.4921875,0.09816028225806452
exp01_transition_accuracy,5,32,8,128,16,nearest,1.0,0.07084803427419355
exp01_transition_accuracy,5,32,8,128,16,hopfield,0.765625,0.07084803427419355
exp01_transition_accuracy,5,32,8,256,16,nearest,1.0,0.048324092741935484
exp01_transition_accuracy,5,32,8,256,16,hopfield,1.0,0.048324092741935484
exp01_transition_accuracy,5,32,8,512,16,nearest,1.0,0.03284085181451613
exp01_transition_accuracy,5,32,8,512,16,hopfield,1.0,0.03284085181451613
exp01_transition_accuracy,5,64,2,64,16,nearest,1.0,0.09886532738095238
exp01_transition_accuracy,5,64,2,64,16,hopfield,0.25,0.09886532738095238
exp01_transition_accuracy,5,64,2,128,16,nearest,1.0,0.06811135912698413
