row_type,seed,grammar,condition,cleanup,feature_type,state_dim,num_states,feature_dim,episodes,eta,alpha,gamma,lambda,noise_start,noise_end,write_fraction,final_test_accuracy,final_return,state_tracking_accuracy,transition_accuracy,seen_transition_accuracy,unseen_transition_accuracy,episodes_to_80,episodes_to_90,episode,mean_train_return,test_accuracy,avg_td_error,avg_trace_norm,state_id,symbol,seen_in_training,true_next_state,pred_next_state,correct
transition_eval,0,no_substring_11,terminal_rl,hopfield,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,True,1,1,True
transition_eval,0,no_substring_11,terminal_rl,hopfield,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,0,True,0,2,False
transition_eval,0,no_substring_11,terminal_rl,hopfield,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,True,2,2,True
transition_eval,0,no_substring_11,terminal_rl,hopfield,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,0,True,2,1,False
transition_eval,0,no_substring_11,terminal_rl,hopfield,hashed_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,1,True,2,1,False
summary,1,no_substring_11,supervised_baseline,nearest,exact_pair,128,3,6,5000,0.005,0.01,0.95,0.8,1.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,nan,250,250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
summary,1,no_substring_11,state_shaped_rl,nearest,exact_pair,128,3,6,5000,0.005,0.01,0.95,0.8,1.0,0.05,1.0,0.5,2.76,0.24557100027255382,0.6666666666666666,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
summary,1,no_substring_11,terminal_rl,nearest,exact_pair,128,3,6,5000,0.005,0.01,0.95,0.8,1.0,0.05,1.0,0.5,0.032,0.24557100027255382,0.16666666666666666,0.16666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
summary,1,no_substring_11,sparse_terminal_rl,nearest,exact_pair,128,3,6,5000,0.005,0.01,0.95,0.8,1.0,0.05,0.3,0.5,-0.056,0.6994639774688834,0.5,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
summary,1,no_substring_11,sparse_terminal_rl,nearest,exact_pair,128,3,6,5000,0.005,0.01,0.95,0.8,1.0,0.05,0.5,0.496,-0.04,0.4282729172344871,0.3333333333333333,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
summary,1,no_substring_11,supervised_baseline,nearest,hashed_pair,128,3,32,5000,0.005,0.01,0.95,0.8,1.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,nan,250,250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
summary,1,no_substring_11,state_shaped_rl,nearest,hashed_pair,128,3,32,5000,0.005,0.01,0.95,0.8,1.0,0.05,1.0,0.5,2.76,0.24557100027255382,0.6666666666666666,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
summary,1,no_substring_11,terminal_rl,nearest,hashed_pair,128,3,32,5000,0.005,0.01,0.95,0.8,1.0,0.05,1.0,0.465,0.064,0.24184609793767603,0.3333333333333333,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
summary,1,no_substring_11,supervised_baseline,hopfield,exact_pair,128,3,6,5000,0.005,0.01,0.95,0.8,1.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,nan,250,250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
summary,1,no_substring_11,state_shaped_rl,hopfield,exact_pair,128,3,6,5000,0.005,0.01,0.95,0.8,1.0,0.05,1.0,1.0,11.832,1.0,1.0,1.0,nan,250,250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
summary,1,no_substring_11,terminal_rl,hopfield,exact_pair,128,3,6,5000,0.005,0.01,0.95,0.8,1.0,0.05,1.0,0.555,0.072,0.4130099027891342,0.3333333333333333,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
summary,1,no_substring_11,sparse_terminal_rl,hopfield,exact_pair,128,3,6,5000,0.005,0.01,0.95,0.8,1.0,0.05,0.3,0.5,-0.008,0.19469428545471062,0.16666666666666666,0.16666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
summary,1,no_substring_11,sparse_terminal_rl,hopfield,exact_pair,128,3,6,5000,0.005,0.01,0.95,0.8,1.0,0.05,0.5,0.41,-0.048,0.41800672299445807,0.3333333333333333,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
summary,1,no_substring_11,supervised_baseline,hopfield,hashed_pair,128,3,32,5000,0.005,0.01,0.95,0.8,1.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,nan,250,250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
summary,1,no_substring_11,state_shaped_rl,hopfield,hashed_pair,128,3,32,5000,0.005,0.01,0.95,0.8,1.0,0.05,1.0,0.406,2.664,0.5717270827655129,0.6666666666666666,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
summary,1,no_substring_11,terminal_rl,hopfield,hashed_pair,128,3,32,5000,0.005,0.01,0.95,0.8,1.0,0.05,1.0,0.362,0.024,0.3879349504860543,0.16666666666666666,0.16666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3854819660216226,0.5,nan,nan,nan,nan,1,1.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,250,0.9839357429718876,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,500,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,750,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,1000,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,1250,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,1500,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,1750,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,2000,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,2250,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,2500,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,2750,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,3000,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,3250,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,3500,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,3750,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,4000,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,4250,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,4500,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,4750,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,supervised_baseline,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,5000,1.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.13991096574906878,0.16666666666666666,nan,nan,nan,nan,1,-4.0,0.5,0.9999245797500446,2.1522018113846197,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.6666666666666666,nan,nan,nan,nan,250,2.7349397590361444,0.5,1.0003991717386544,2.1997928092028713,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.6666666666666666,nan,nan,nan,nan,500,2.56,0.5,1.0001263087533034,2.2763944687133777,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.6666666666666666,nan,nan,nan,nan,750,2.44,0.5,0.9978064157602389,2.2787233566559433,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.6666666666666666,nan,nan,nan,nan,1000,2.268,0.5,0.9960149748259775,2.2601245363178926,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.6666666666666666,nan,nan,nan,nan,1250,2.224,0.5,0.9924717165064394,2.2906348280177538,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.6666666666666666,nan,nan,nan,nan,1500,2.728,0.5,0.9919818356830409,2.337605615172121,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5717270827655129,0.6666666666666666,nan,nan,nan,nan,1750,2.592,0.5,0.9914543699099031,2.2661208906398307,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.6666666666666666,nan,nan,nan,nan,2000,2.272,0.5,0.9880250170734091,2.2675000873433038,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.6666666666666666,nan,nan,nan,nan,2250,2.424,0.5,0.9862264471910502,2.268041619222078,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.6666666666666666,nan,nan,nan,nan,2500,2.532,0.5,0.9850551643810654,2.261813445341587,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5717270827655129,0.6666666666666666,nan,nan,nan,nan,2750,2.74,0.594,0.9809147579237265,2.28319443593944,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.6666666666666666,nan,nan,nan,nan,3000,2.368,0.5,0.9812373165584783,2.2389444697812935,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.6666666666666666,nan,nan,nan,nan,3250,2.332,0.5,0.9787435437099523,2.2526966706019085,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.6666666666666666,nan,nan,nan,nan,3500,2.688,0.5,0.9798354466565026,2.259840079928697,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.6666666666666666,nan,nan,nan,nan,3750,2.52,0.5,0.9742018707564322,2.237456209410059,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.6666666666666666,nan,nan,nan,nan,4000,2.032,0.5,0.9725798984963789,2.2599941957982,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.6666666666666666,nan,nan,nan,nan,4250,2.604,0.5,0.9736045482721996,2.2527409442432886,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.6666666666666666,nan,nan,nan,nan,4500,2.792,0.5,0.9677810696440865,2.2671241857395197,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5717270827655129,0.6666666666666666,nan,nan,nan,nan,4750,2.82,0.406,0.9702217601325804,2.2904575706633876,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,state_shaped_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.6666666666666666,nan,nan,nan,nan,5000,2.76,0.5,0.9704158759189602,2.284508472543942,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6145180339783773,0.5,nan,nan,nan,nan,1,1.0,0.5,0.08333333333333333,1.9035983637984062,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.13991096574906878,0.16666666666666666,nan,nan,nan,nan,250,-0.012048192771084338,0.537,0.08757445263380524,1.992489397386725,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3760334332697374,0.3333333333333333,nan,nan,nan,nan,500,0.016,0.41,0.08682754568804231,2.017236647632307,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.32306713909330426,0.16666666666666666,nan,nan,nan,nan,750,-0.008,0.426,0.08820084833456292,2.013911059682212,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3740347051876079,0.3333333333333333,nan,nan,nan,nan,1000,-0.008,0.374,0.08782965755160393,2.0027107809816402,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.22476605796311439,0.16666666666666666,nan,nan,nan,nan,1250,-0.008,0.374,0.08602879497824881,2.0398650669222067,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5895339329517579,0.5,nan,nan,nan,nan,1500,0.096,0.374,0.08711656087934354,2.1618616405548656,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2883619514854184,0.16666666666666666,nan,nan,nan,nan,1750,0.0,0.5,0.08971062427559556,2.2252149334396374,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2883619514854184,0.16666666666666666,nan,nan,nan,nan,2000,-0.048,0.5,0.08961145005912528,2.1692760044539856,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2883619514854184,0.16666666666666666,nan,nan,nan,nan,2250,0.016,0.5,0.08913224782357218,2.123560773911553,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.13500499682020534,0.16666666666666666,nan,nan,nan,nan,2500,-0.072,0.481,0.09016913530018818,2.1167342756619028,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.13500499682020534,0.16666666666666666,nan,nan,nan,nan,2750,0.064,0.519,0.08974298903352755,2.1177376354569843,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2883619514854184,0.16666666666666666,nan,nan,nan,nan,3000,0.024,0.504,0.088746960242304,2.0755569064192425,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.11465431089306805,0.0,nan,nan,nan,nan,3250,-0.08,0.488,0.09097076342796769,2.072037180826457,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,3500,-0.016,0.5,0.08750212399956504,1.9887231454425787,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.16666666666666666,nan,nan,nan,nan,3750,-0.032,0.5,0.08916190187682328,2.0381088197105703,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.16666666666666666,nan,nan,nan,nan,4000,0.056,0.5,0.08934556920226121,2.1606570691799982,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.16666666666666666,nan,nan,nan,nan,4250,-0.04,0.5,0.08984615440100953,2.1690046087563197,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.16666666666666666,nan,nan,nan,nan,4500,-0.104,0.5,0.08627760114111466,2.095857333755982,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.16666666666666666,nan,nan,nan,nan,4750,-0.024,0.5,0.08650985628574778,2.134282809495752,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24557100027255382,0.16666666666666666,nan,nan,nan,nan,5000,0.032,0.5,0.08700248585743317,2.4085528773560747,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6145180339783773,0.5,nan,nan,nan,nan,1,1.0,0.5,0.08333333333333333,1.966366105436512,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6145180339783773,0.5,nan,nan,nan,nan,250,0.03614457831325301,0.5,0.08784373736765648,1.9737506995144967,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6145180339783773,0.6666666666666666,nan,nan,nan,nan,500,0.024,0.5,0.08737033703968135,1.997172784795905,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6145180339783773,0.5,nan,nan,nan,nan,750,-0.032,0.41,0.08852599938297688,1.9735175345278158,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6145180339783773,0.5,nan,nan,nan,nan,1000,0.008,0.59,0.08828888867592928,1.9658516847207916,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.41800672299445807,0.3333333333333333,nan,nan,nan,nan,1250,0.032,0.5,0.08648077094210972,1.9731106632520508,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4088307440719542,0.5,nan,nan,nan,nan,1500,0.072,0.494,0.08683614421981904,1.9872369073000737,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.41800672299445807,0.3333333333333333,nan,nan,nan,nan,1750,0.008,0.5,0.08927719823264572,1.9611730246581778,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09957299900063596,0.16666666666666666,nan,nan,nan,nan,2000,0.104,0.374,0.08927673108081724,1.9676296047693211,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.37158172072317613,0.16666666666666666,nan,nan,nan,nan,2250,-0.008,0.461,0.0891998833487606,1.9764447915598449,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.13991096574906878,0.3333333333333333,nan,nan,nan,nan,2500,-0.008,0.59,0.09059651472757056,1.9742812632025366,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.38938857090942125,0.3333333333333333,nan,nan,nan,nan,2750,0.032,0.419,0.09102434737838896,1.9840530445429154,nan,nan,nan,nan,nan,nan
learning_curve,1,no_substring_11,sparse_terminal_rl,nearest,exact_pair,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.326156082492959,0.3333333333333333,nan,nan,nan,nan,3000,-0.056,0.406,0.08969921452190967,2.0078320584911022,nan,nan,nan,nan,nan,nan
